DOCFEC;DOCSER;DOCNUM;CODALM;CODTER;DTOCAB;BASEBAS;IMPTBAS;RECBAS;FECORD;NUMORD;CODMAQ;MARCAD;FORPAG;PORFIN;RFDPP;PORBAS;OBSERV;FECFAC;NUMFAC;DESHOR;PREHOR;NUMKM;PREKM;TIPVEN;TIPFAC;PRESER;PRENUM;DIETENT;CLABLO;SERFAC;CODOPEGRA;CODOPEAUT;PORREA;KMREA;HORREA;DIETREA
16/12/1998;A8;000001;01;289;0;359,89;57,58;0;;;BRH;;11;0;0;0;;16/12/1998;000001;0;0;0;0;R;A;;;0;F;A8;AB;;0;0;0;0
17/12/1998;A8;000003;01;150;0;296,6;47,46;0;;;;;11;0;0;0;;31/12/1998;000003;0;0;0;0;R;P;;;0;F;A8;AB;;0;0;0;0
17/12/1998;A8;000004;01;29;0;111,19;17,79;0;;;;;11;0;0;0;;17/12/1998;000002;0;0;0;0;R;P;;;0;F;A8;;;0;0;0;0
28/12/1998;A8;000005;01;1;0;85,45;13,67;0;;;MOLINO;;1;0;0;0;;28/12/1998;000004;0;0;0;0;R;P;;;0;F;A8;AS;;0;0;0;0
09/12/1998;A8;000006;01;7;0;28,42;4,54;0;;;C.MORON PALA Nº3;;1;0;0;0;ALB.4436;31/12/1998;000008;0;0;0;0;R;P;;;0;F;A8;;;0;0;0;0
16/12/1998;A8;000007;01;1;0;8,71;1,39;0;;;325 B;;1;0;0;0;ALB-4444 VALE4654;31/12/1998;000006;0;0;0;0;R;P;;;0;F;A8;AS;;0;0;0;0
21/12/1998;A8;000008;01;1;0;93,76;15;0;;;PF2;;1;0;0;0;ALB4492 VALE 4653
;31/12/1998;000007;0;0;0;0;R;P;;;0;F;A8;AS;;0;0;0;0
30/12/1998;A8;000009;01;1;0;23,44;3,75;0;;;325 B;;1;0;0;0;ALB.4474 VALE 4032;30/12/1998;000005;0;0;0;0;R;P;;;0;F;A8;AS;;0;0;0;0
28/01/1999;A9;000001;01;50;0;5591,77;894,68;0;;;966;;42;0;0;0;SU PEDIDO 3000773/99;31/01/1999;000041;0;0;0;0;R;A;;;0;F;99;AS;;0;0;0;0
01/02/1999;A9;000002;01;387;0;30,28;4,84;0;;;V;;2;0;0;0;;28/02/1999;000104;0;0;0;0;R;P;;;0;F;99;AS;;0;0;0;0
19/01/1999;A9;000003;01;391;0;62,32;9,97;0;;;;;2;0;0;0;ALB. 4520 RETIRADO POR ENRIQUE;31/01/1999;000071;0;0;0;0;R;P;;;0;F;99;;;0;0;0;0
02/02/1999;A9;000004;01;33;0;66,26;10,6;0;;;;;42;0;0;0;;28/02/1999;000101;0;0;0;0;R;P;;;0;F;99;;;0;0;0;0
02/02/1999;A9;000005;01;1;0;32,76;5,24;0;;;;;1;0;0;0;;28/02/1999;000099;0;0;0;0;R;P;;;0;F;99;;;0;0;0;0
07/01/1999;A9;000006;01;1;0;30,65;4,9;0;;;325 B;;1;0;0;0;ALB.4488;31/01/1999;000038;0;0;0;0;R;P;;;0;F;99;AS;;0;0;0;0
11/01/1999;A9;000007;01;1;0;9,02;1,44;0;;;325 B;;1;0;0;0;;31/01/1999;000038;0;0;0;0;R;P;;;0;F;99;AS;;0;0;0;0
12/01/1999;A9;000008;01;1;0;114,4;18,31;0;;;325 B;;1;0;0;0;ALB.4504;31/01/1999;000038;0;0;0;0;R;P;;;0;F;99;;;0;0;0;0
19/01/1999;A9;000009;01;1;0;40,27;6,44;0;;;325 B;;1;0;0;0;ALB. 4519;31/01/1999;000038;0;0;0;0;R;P;;;0;F;99;;;0;0;0;0
21/01/1999;A9;000010;01;1;0;173,55;27,77;0;;;325 B;;1;0;0;0;ALB. 4528;31/01/1999;000038;0;0;0;0;R;P;;;0;F;99;AS;;0;0;0;0
20/01/1999;A9;000011;01;1;0;12,62;2,02;0;;;CMP.3;;1;0;0;0;ALB.4562;31/01/1999;000039;0;0;0;0;R;P;;;0;F;99;AS;;0;0;0;0
02/12/1998;A9;000012;01;387;0;19,53;3,13;0;;;V;;2;0;0;0;;31/01/1999;000031;0;0;0;0;R;P;;;0;F;99;AS;;0;0;0;0
18/12/1998;A8;000010;01;387;0;5,99;0,96;0;;;V;;2;0;0;0;ALBARAN 4451;31/01/1999;000030;0;0;0;0;R;P;;;0;F;99;;;0;0;0;0
28/12/1998;A8;000011;01;387;0;193,78;31,01;0;;;V;;2;0;0;0;ALB. 4468;31/01/1999;000030;0;0;0;0;R;P;;;0;F;99;;;0;0;0;0
30/12/1998;A8;000012;01;387;0;1,14;0,18;0;;;V;;2;0;0;0;ALB. 4473;31/01/1999;000030;0;0;0;0;R;P;;;0;F;99;AS;;0;0;0;0
04/01/1999;A9;000013;01;387;0;12,02;1,92;0;;;V;;2;0;0;0;ALB. 4475;31/01/1999;000031;0;0;0;0;R;P;;;0;F;99;AS;;0;0;0;0
08/01/1999;A9;000014;01;387;0;79,75;12,76;0;;;V;;2;0;0;0;ALB. 4496;31/01/1999;000031;0;0;0;0;R;P;;;0;F;99;;;0;0;0;0
15/01/1999;A9;000015;01;387;0;3,85;0,61;0;;;V;;2;0;0;0;ALB.4513;31/01/1999;000031;0;0;0;0;R;P;;;0;F;99;;;0;0;0;0
19/01/1999;A9;000016;01;387;0;8,74;1,4;0;;;V;;2;0;0;0;ALB.4517;31/01/1999;000031;0;0;0;0;R;P;;;0;F;99;AB;;0;0;0;0
25/01/1999;A9;000017;01;387;0;28,85;4,62;0;;;V;;2;0;0;0;ALB.4533;31/01/1999;000031;0;0;0;0;R;P;;;0;F;99;AS;;0;0;0;0
26/01/1999;A9;000018;01;9;0;68,21;10,91;0;;;;;42;0;0;0;NTRO. ALB.4535;31/01/1999;000059;0;0;0;0;R;P;;;0;F;99;AS;;0;0;0;0
03/02/1999;A9;000021;01;1098;0;606,57;97,05;0;;;;;1;0;0;0;;28/02/1999;000107;0;0;0;0;R;P;;;0;F;99;AB;;0;0;0;0
04/02/1999;A9;000022;01;387;0;17,99;2,88;0;;;;;2;0;0;0;;28/02/1999;000103;0;0;0;0;R;P;;;0;F;99;;;0;0;0;0
24/10/2005;51;000001;01;133;0;21,51;3,44;0;;;;;2;0;0;0;ALBARAN Nº 53;15/11/2005;000023;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
24/10/2005;51;000002;01;310;0;12,74;2,04;0;;;;;1;0;0;0;ALBARAN Nº 52;15/11/2005;000024;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
15/11/2005;51;000003;01;824;0;32,41;5,19;0;;;;;0;0;0;0;ALBARAN Nº 51;15/11/2005;000029;0;0;0;0;R;P;;;0;F;50;AB;AS;0;0;0;0
25/10/2005;51;000004;01;824;0;30,46;4,87;0;;;;;0;0;0;0;ALBARAN Nº 1005;15/11/2005;000029;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
25/10/2005;51;000005;01;139;0;10,2;1,63;0;;;;;11;0;0;0;ALBARAN Nº 1006;15/11/2005;000026;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
26/10/2005;51;000006;01;33;0;3;0,48;0;;;;;45;0;0;0;ALBARAN Nº 1008;30/11/2005;000042;0;22;0;10;R;A;;;0;F;50;AB;AS;0;0;0;0
26/10/2005;51;000007;01;310;0;19,94;3,19;0;;;;;1;0;0;0;ALBARAN Nº 1007;15/11/2005;000024;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
26/10/2005;51;000008;01;141;0;10,1;1,62;0;;;;;11;0;0;0;ALBARAN Nº 1010;15/11/2005;000027;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
27/10/2005;51;000009;01;914;0;6,2;0,99;0;;;;;11;0;0;0;ALBARAN Nº 1012;30/11/2005;000063;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
28/10/2005;51;000010;01;314;0;34,82;5,57;0;;;;;41;0;0;0;ALBARAN Nº 1015;15/11/2005;000015;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
28/10/2005;51;000011;01;314;0;16,13;2,58;0;;;;;41;0;0;0;ALBARAN Nº 1014;15/11/2005;000015;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
28/10/2005;51;000012;01;90;15;9,32;1,49;0;;;;;40;0;0;0;ALBARAN Nº 1013;15/11/2005;000014;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
31/10/2005;51;000013;01;139;0;7,55;1,21;0;;;;;11;0;0;0;ALBARAN Nº 1016;15/11/2005;000026;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
31/10/2005;51;000014;01;314;0;19,33;3,09;0;;;;;41;0;0;0;ALBARAN Nº 1017;15/11/2005;000015;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
02/11/2005;51;000015;01;10;0;33,95;5,43;0;;;;;40;0;0;0;ALBARAN Nº 1019;15/11/2005;000025;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
03/11/2005;51;000016;01;133;0;30,87;4,94;0;;;;;2;0;0;0;ALBARAN Nº 1;15/11/2005;000023;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
03/11/2005;51;000017;01;410;0;9,66;1,55;0;;;;;1;0;0;0;ALBARAN Nº 2;30/11/2005;000071;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
04/11/2005;51;000018;01;360;0;1,17;0,19;0;;;;;11;0;0;0;ALBARAN Nº 5;31/12/2005;000127;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
04/11/2005;51;000019;01;275;0;4,44;0,71;0;;;;;41;0;0;0;ALBARAN Nº 6;30/11/2005;000061;0;21;0;0,25;R;P;;;0;F;50;AS;AS;0;0;0;0
07/11/2005;51;000020;01;145;0;1,5;0,24;0;;;;;0;0;0;0;ALBARAN Nº 9;31/12/2005;000125;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
07/11/2005;51;000021;01;139;0;3,29;0,53;0;;;;;11;0;0;0;ALBARAN º 10;15/11/2005;000026;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
07/11/2005;51;000022;01;133;0;18,01;2,88;0;;;;;2;0;0;0;ALBARAN Nº 12;15/11/2005;000023;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
08/11/2005;51;000023;01;53;0;24,65;3,94;0;;;;;0;0;0;0;ALBARAN Nº 15;15/11/2005;000028;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
07/11/2005;51;000024;01;824;0;18,17;2,91;0;;;;;0;0;0;0;ALBARAN Nº 13;15/11/2005;000029;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
09/11/2005;51;000025;01;141;0;30,67;4,91;0;;;;;11;0;0;0;ALBARAN Nº 17;15/11/2005;000027;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
09/11/2005;51;000026;01;314;0;33,6;5,38;0;;;;;41;0;0;0;ALBARAN Nº 18;15/11/2005;000015;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
09/11/2005;51;000027;01;10;0;24,91;3,99;0;;;;;40;0;0;0;ALBARAN Nº 19;15/11/2005;000025;0;0;0;0;R;P;;;0;F;50;AB;AS;0;0;0;0
09/11/2005;51;000028;01;256;0;11,54;1,85;0;;;;;11;0;0;0;ALBARAN Nº 20;15/11/2005;000022;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
09/11/2005;51;000029;01;363;0;15,01;2,4;0;;;;;2;0;0;0;ALBARAN Nº 21;15/11/2005;000021;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
09/11/2005;51;000030;01;351;0;72,75;11,64;0;;;;;2;0;0;0;ALBARAN Nº 22;15/11/2005;000020;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
10/11/2005;51;000031;01;300;20;7,6;1,22;0;;;;;1;0;0;0;ALBARAN Nº 26;30/11/2005;000054;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
10/11/2005;51;000032;01;314;0;3,09;0,49;0;;;;;41;0;0;0;ALBARAN Nº 27;15/11/2005;000015;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
10/11/2005;51;000033;01;314;0;9,76;1,56;0;;;;;41;0;0;0;ALBARAN Nº 28;15/11/2005;000015;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
11/11/2005;51;000034;01;823;0;57,43;9,19;0;;;;;11;0;0;0;ALBARAN Nº 33;15/11/2005;000019;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
11/11/2005;51;000035;01;290;0;4,17;0,67;0;;;;;1;0;0;0;ALBARAN Nº 37;30/11/2005;000062;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
12/11/2005;51;000036;01;348;0;17,54;2,81;0;;;;;2;0;0;0;ALBARAN Nº 41;30/11/2005;000069;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
14/11/2005;51;000037;01;837;0;17,2;2,75;0;;;;;11;0;0;0;ALBARAN Nº 43;15/11/2005;000016;0;0;0;6;R;P;;;0;F;50;AS;AS;0;0;0;0
14/11/2005;51;000038;01;314;0;0,42;0,07;0;;;;;41;0;0;0;ALBARAN Nº 44;15/11/2005;000015;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
15/11/2005;51;000039;01;133;0;66,92;10,71;0;;;;;2;0;0;0;ALBARAN Nº 47;15/11/2005;000023;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
15/11/2005;51;000040;01;314;0;8,77;1,4;0;;;;;41;0;0;0;ALBARAN Nº 50;15/11/2005;000015;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
10/11/2005;51;000041;01;133;0;15,1;2,42;0;;;;;2;0;0;0;ALBARAN Nº 30;15/11/2005;000023;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
15/11/2005;51;000042;01;856;0;3,55;0,57;0;;;;;11;0;0;0;ALBARAN Nº 52;15/11/2005;000017;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
15/11/2005;51;000043;01;267;0;29,95;4,79;0;;;;;11;0;0;0;ALBARAN Nº 51;15/11/2005;000018;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
15/11/2005;51;000044;01;837;0;112,52;18;0;;;;;11;0;0;0;ALBARAN Nº 55;15/11/2005;000016;0;0;0;6;R;P;;;0;F;50;AB;AS;0;0;0;0
15/11/2005;51;000045;01;824;0;24,19;3,87;0;;;;;0;0;0;0;ALBARAN Nº 58;15/11/2005;000029;0;0;0;0;R;P;;;0;F;50;AB;AS;0;0;0;0
17/11/2005;52;000001;01;929;0;208,42;0;0;;;;;0;0;0;0;ALBARANES Nº 1004-1009-10208-25-10191-60;17/11/2005;000001;0;0;0;0;R;A;;;0;F;52;AB;AS;0;0;0;0
17/11/2005;52;000002;01;930;0;56,86;0;0;;;;;0;0;0;0;;17/11/2005;000002;0;0;0;0;R;A;;;0;F;52;AB;AS;0;0;0;0
02/11/2005;52;000003;01;00;0;55;0;0;;;;;0;0;0;0;;02/11/2005;000003;0;0;0;0;R;A;;;0;F;52;AS;AS;0;0;0;0
02/11/2005;51;000046;01;925;0;49,14;7,86;0;;;;;0;0;0;0;ALBARAN Nº 1020-16;30/11/2005;000067;0;0;0;0;R;A;;;0;F;50;AS;AS;0;0;0;0
14/11/2005;51;000047;01;928;0;77,59;12,41;0;;;;;0;0;0;0;ALBARAN Nº 45;30/11/2005;000068;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
16/11/2005;51;000048;01;891;0;304,71;48,75;0;;;;;0;0;0;0;ALBARANES Nº 32-56-59
;30/11/2005;000057;0;0;0;0;R;A;;;0;F;50;AS;AS;0;0;0;0
16/11/2005;52;000004;01;00;0;30;0;0;;;;;0;0;0;0;;16/11/2005;000004;0;0;0;0;R;A;;;0;F;52;AB;AS;0;0;0;0
17/11/2005;52;000005;01;00;0;14;0;0;;;;;0;0;0;0;;17/11/2005;000005;0;0;0;0;R;A;;;0;F;52;AB;AS;0;0;0;0
17/11/2005;52;000006;01;00;0;11,5;0;0;;;;;0;0;0;0;;17/11/2005;000006;0;0;0;0;R;A;;;0;F;52;AB;AS;0;0;0;0
15/11/2005;51;000049;01;342;0;20,69;3,31;0;;;;;0;0;0;0;PAGADO ALB. MOSTRADOR Nº 1018 ;15/11/2005;000011;0;0;0;0;R;P;;;0;F;50;AB;AB;0;0;0;0
15/11/2005;51;000050;01;0;0;17,24;2,76;0;;;;;0;0;0;0;PAGADO ALB. MOSTRADOR Nº 11;15/11/2005;000012;0;0;0;0;R;A;;;0;F;50;AB;AB;0;0;0;0
15/11/2005;51;000051;01;931;0;9,91;1,59;0;;;;;0;0;0;0;PAGADO ALB. MOSTRADOR Nº 8;15/11/2005;000013;0;0;0;0;R;P;;;0;F;50;AB;AB;0;0;0;0
18/11/2005;51;000053;01;33;0;29,5;4,72;0;;;;;45;0;0;0;ALBARAN Nº 65;30/11/2005;000043;0;22;0;10;R;A;;;0;F;50;AS;AS;0;0;0;0
16/11/2005;51;000054;01;275;0;39,8;6,37;0;;;;;41;0;0;0;ALBARAN Nº 54;30/11/2005;000061;0;21;0;0,25;R;P;;;0;F;50;AS;AS;0;0;0;0
02/11/2005;51;000055;01;1;0;29,97;4,8;0;;;CAT 245;;1;0;0;0;VALE Nº 4170;30/11/2005;000046;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
10/11/2005;51;000056;01;1;0;212,72;34,04;0;;;CAT 245;;1;0;0;0;VALE Nº 4169;30/11/2005;000046;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
02/11/2005;51;000057;01;1;0;13,8;2,21;0;;;CAT 325;;1;0;0;0;VALE Nº 4168;30/11/2005;000047;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
15/11/2005;51;000058;01;1;0;147,75;23,64;0;;;PFM;;1;0;0;0;VALE Nº 4167;30/11/2005;000050;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
03/11/2005;51;000059;01;1;0;571,59;91,45;0;;;CAT 245;;1;0;0;0;VALE Nº 4166;30/11/2005;000046;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
18/11/2005;51;000060;01;1;0;188,7;30,19;0;;;;;1;0;0;0;VALE Nº 4171;30/11/2005;000045;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
18/11/2005;51;000061;01;33;0;60,7;9,71;0;;;;;45;0;0;0;ALBARAN Nº 68;30/11/2005;000044;0;22;0;10;R;A;;;0;F;50;AS;AS;0;0;0;0
21/11/2005;51;000062;01;1;0;21,76;3,48;0;;;PFM;;1;0;0;0;VALE Nº 4172;30/11/2005;000050;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
21/11/2005;51;000063;01;348;0;33,9;5,42;0;;;;;2;0;0;0;ALBARAN Nº 71;30/11/2005;000069;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
18/11/2005;51;000064;01;300;20;3,06;0,49;0;;;;;1;0;0;0;ALBARAN Nº 66;30/11/2005;000054;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
21/11/2005;51;000065;01;370;0;13,4;2,14;0;;;;;2;0;0;0;ALBARAN Nº 70;30/11/2005;000070;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
21/11/2005;51;000066;01;824;0;24,45;3,91;0;;;;;0;0;0;0;ALBARAN Nº 74;30/11/2005;000060;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
22/11/2005;51;000067;01;837;0;63,26;10,12;0;;;;;11;0;0;0;ALBARAN Nº 77;30/11/2005;000055;0;0;0;6;R;P;;;0;F;50;AS;AS;0;0;0;0
21/11/2005;51;000068;01;141;0;123,24;19,72;0;;;;;11;0;0;0;ALBARAN Nº 76;30/11/2005;000066;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
22/11/2005;51;000069;01;300;20;3,18;0,51;0;;;;;1;0;0;0;ALBARAN Nº 81;30/11/2005;000054;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
22/11/2005;51;000070;01;268;15;56,47;9,04;0;;;;;11;0;0;0;ALBARAN Nº 82;30/11/2005;000065;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
23/11/2005;51;000071;01;116;15;11,75;1,88;0;;;;;11;0;0;0;ALBARAN Nº 83;30/11/2005;000064;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
23/11/2005;51;000072;01;914;0;6;0,96;0;;;;;11;0;0;0;ALBARAN Nº 84-9837;30/11/2005;000063;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
24/11/2005;51;000073;01;275;0;45,64;7,3;0;;;;;41;0;0;0;ALBARAN Nº 85;30/11/2005;000061;0;21;0;0,25;R;P;;;0;F;50;AS;AS;0;0;0;0
01/11/2005;51;000074;01;351;0;6;0,96;0;;;;;2;0;0;0;ALBARAN Nº 10121;31/12/2005;000126;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
01/11/2005;51;000075;01;363;0;2,55;0,41;0;;;;;2;0;0;0;ALBARAN Nº 10150;30/11/2005;000100;0;0;0;0;R;P;;;0;F;50;AB;AS;0;0;0;0
24/11/2005;51;000076;01;133;0;19,21;3,07;0;;;;;2;0;0;0;ALBARAN Nº 87;30/11/2005;000053;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
24/11/2005;51;000077;01;824;0;29,31;4,69;0;;;;;0;0;0;0;ALBARAN Nº 89;30/11/2005;000060;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
25/11/2005;51;000078;01;139;0;46,3;7,41;0;;;;;11;0;0;0;ALBARAN Nº 95;30/11/2005;000056;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
28/11/2005;51;000079;01;300;20;18,43;2,95;0;;;;;1;0;0;0;ALBARAN Nº 99;30/11/2005;000054;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
23/11/2005;51;000080;01;1;0;30;4,8;0;;;KOMATSU SIDE;;1;0;0;0;VALE Nº 4180;30/11/2005;000049;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
21/11/2005;51;000081;01;1;0;30,19;4,83;0;;;KOMATSU;;1;0;0;0;VALE Nº 4181;30/11/2005;000048;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
28/11/2005;51;000082;01;1;0;310,8;49,73;0;;;SIDE-5;;1;0;0;0;VALE Nº 4182;30/11/2005;000051;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
28/11/2005;51;000083;01;1;0;30,8;4,93;0;;;SIDE-9;;1;0;0;0;VALE Nº 4183;30/11/2005;000052;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
28/11/2005;51;000084;01;1;0;41,3;6,61;0;;;KOMATSU;;1;0;0;0;VALE Nº 4184;30/11/2005;000048;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
28/11/2005;51;000085;01;133;0;16;2,56;0;;;;;2;0;0;0;ALBARAN Nº 100;30/11/2005;000053;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
29/11/2005;51;000086;01;275;0;38,42;6,15;0;;;;;41;0;0;0;ALBARAN Nº 101;30/11/2005;000061;0;21;0;0,25;R;P;;;0;F;50;AS;AS;0;0;0;0
24/11/2005;51;000087;01;891;0;137,93;22,07;0;;;;;1;0;0;0;ALBARAN Nº 88;30/11/2005;000058;0;23;0;0,3;R;A;;;0;F;50;AS;AS;0;0;0;0
29/11/2005;52;000007;01;00;0;60,71;0;0;;;;;0;0;0;0;ALBARANES Nº 67-90-104;29/11/2005;000007;0;0;0;0;R;A;;;0;F;52;AB;AS;0;0;0;0
29/11/2005;51;000088;01;1101;0;5,22;0,84;0;;;;;0;0;0;0;ALBARAN Nº 102;31/12/2005;000153;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
30/11/2005;51;000089;01;891;0;40,5;6,48;0;;;;;1;0;0;0;ALBARAN Nº 107;30/11/2005;000059;0;23;0;0,3;R;A;;;0;F;50;AS;AS;0;0;0;0
29/11/2005;51;000090;01;290;0;7,21;1,15;0;;;;;1;0;0;0;ALBARAN Nº 105;30/11/2005;000062;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
29/11/2005;51;000091;01;837;0;12,4;1,98;0;;;;;11;0;0;0;ALBARAN Nº 106;30/11/2005;000055;0;0;0;6;R;P;;;0;F;50;AS;AS;0;0;0;0
05/12/2005;52;000008;01;00;0;10;0;0;;;;;0;0;0;0;;05/12/2005;000008;0;0;0;0;R;A;;;0;F;52;AB;AS;0;0;0;0
01/12/2005;51;000092;01;300;20;58,35;9,34;0;;;;;1;0;0;0;ALBARAN Nº 113;31/12/2005;000151;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
01/12/2005;51;000093;01;1;0;34,69;5,55;0;;;KOMATSU;;1;0;0;0;VALE Nº 4265;31/12/2005;000133;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
01/12/2005;51;000094;01;1;0;130,51;20,88;0;;;PF5;;1;0;0;0;VALE Nº 4266;31/12/2005;000134;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
01/12/2005;51;000095;01;1;0;43;6,88;0;;;VARIOS;;1;0;0;0;VALE Nº 4267;31/12/2005;000136;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
01/12/2005;51;000096;01;1;0;6,4;1,02;0;;;VARIOS;;1;0;0;0;VALE Nº 4268;31/12/2005;000136;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
12/12/2005;51;000097;01;1;0;11,82;1,89;0;;;CAT 325;;1;0;0;0;VALE Nº 4269;31/12/2005;000132;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
14/12/2005;51;000098;01;1;0;33,61;5,38;0;;;CAT 245;;1;0;0;0;VALE Nº 4270;31/12/2005;000131;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
19/12/2005;51;000099;01;1;0;189,59;30,33;0;;;SIDE-7;;1;0;0;0;VALE Nº 4271;31/12/2005;000135;0;19;0;10;R;P;;;0;F;50;AB;AS;0;0;0;0
01/12/2005;51;000100;01;145;0;6;0,96;0;;;;;0;0;0;0;ALBARAN Nº 114;31/12/2005;000125;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
01/12/2005;51;000101;01;300;20;27,08;4,33;0;;;;;1;0;0;0;ALBARAN Nº 118;31/12/2005;000151;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
02/12/2005;51;000102;01;33;0;3;0,48;0;;;;;45;0;0;0;ALBARAN Nº 119;31/01/2006;000039;0;22;0;10;R;A;;;0;F;60;AB;AS;0;0;0;0
02/12/2005;51;000103;01;825;0;72,41;11,59;0;;;;;1;0;0;0;ALBARAN Nº 120;31/12/2005;000140;0;21;0;0,25;R;P;;;0;F;50;AS;AS;0;0;0;0
02/12/2005;51;000104;01;290;0;7,85;1,26;0;;;;;1;0;0;0;ALBARAN Nº 121;31/12/2005;000124;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
02/12/2005;51;000105;01;856;0;1,77;0,28;0;;;;;11;0;0;0;ALBARAN Nº 123;31/12/2005;000147;0;0;0;0;R;P;;;0;F;50;AS;AS;0;0;0;0
05/12/2005;51;000106;01;310;0;4,84;0,77;0;;;;;40;0;0;0;ALBARAN Nº 125;31/12/2005;000152;0;0;0;0;R;P;;;0;F;50;AB;AS;0;0;0;0
