NUMTAR;DOCFEC;DOCSER;DOCNUM;DESTAR;IMPOBRA;IMPMAT;MARCA
01;24/03/2008;81;000317;VTA. DE REPUESTOS;0;24,12;N
01;24/03/2008;81;000318;VTA. DE REPUESTOS;0;56,79;N
01;24/03/2008;81;000319;VTA. DE REPUESTOS;0;88,13;N
01;24/03/2008;81;000320;VTA. DE REPUESTOS;0;48,74;N
01;24/03/2008;82;000087;VTA. DE REPUESTOS;0;3,57;N
01;24/03/2008;81;000321;VTA. DE REPUESTOS;0;42,08;N
01;24/03/2008;81;000322;VTA. DE REPUESTOS;0;0,85;N
01;24/03/2008;81;000323;VTA. DE REPUESTOS;0;30,4;N
01;25/03/2008;81;000324;VTA. DE REPUESTOS;0;53,39;N
01;25/03/2008;81;000325;VTA. DE REPUESTOS;0;1,14;N
01;25/03/2008;81;000326;VTA. DE REPUESTOS;0;38,31;N
01;25/03/2008;81;000327;VTA. DE REPUESTOS;0;3,6;N
01;25/03/2008;82;000088;VTA. DE REPUESTOS;0;2,79;N
01;25/03/2008;81;000328;VTA. DE REPUESTOS;0;51,52;N
01;25/03/2008;81;000329;VTA. DE REPUESTOS;0;231,39;N
01;25/03/2008;82;000089;VTA. DE REPUESTOS;0;6;N
01;25/03/2008;81;000330;VTA. DE REPUESTOS;0;18,78;N
01;26/03/2008;81;000331;VTA. DE REPUESTOS;0;133,8;N
01;26/03/2008;81;000332;VTA. DE REPUESTOS;0;32,96;N
01;26/03/2008;81;000333;VTA. DE REPUESTOS;0;69,25;N
01;26/03/2008;81;000334;VTA. DE REPUESTOS;0;21,85;N
01;26/03/2008;81;000335;VTA. DE REPUESTOS;0;140,15;N
01;26/03/2008;82;000090;VTA. DE REPUESTOS;0;5,42;N
01;26/03/2008;81;000336;VTA. DE REPUESTOS;0;82,6;N
01;26/03/2008;81;000337;VTA. DE REPUESTOS;0;49,28;N
01;26/03/2008;82;000091;VTA. DE REPUESTOS;0;48,6;N
01;26/03/2008;81;000338;VTA. DE REPUESTOS;0;6,67;N
01;26/03/2008;81;000339;VTA. DE REPUESTOS;0;77,14;N
01;26/03/2008;81;000340;VTA. DE REPUESTOS;0;253,75;N
01;26/03/2008;82;000092;VTA. DE REPUESTOS;0;0,98;N
01;26/03/2008;81;000341;VTA. DE REPUESTOS;0;1,24;N
01;26/03/2008;81;000342;VTA. DE REPUESTOS;0;440,35;N
01;26/03/2008;81;000343;VTA. DE REPUESTOS;0;48,59;N
01;27/03/2008;81;000344;VTA. DE REPUESTOS;0;8;N
01;27/03/2008;82;000093;VTA. DE REPUESTOS;0;2,66;N
01;27/03/2008;81;000345;VTA. DE REPUESTOS;0;13,8;N
01;27/03/2008;82;000094;VTA. DE REPUESTOS;0;2,4;N
01;27/03/2008;81;000346;VTA. DE REPUESTOS;0;314,94;N
01;27/03/2008;81;000347;VTA. DE REPUESTOS;0;2,31;N
01;27/03/2008;82;000095;VTA. DE REPUESTOS;0;1,14;N
01;27/03/2008;82;000096;VTA. DE REPUESTOS;0;11,22;N
01;27/03/2008;81;000348;VTA. DE REPUESTOS;0;150,42;N
01;28/03/2008;81;000349;VTA. DE REPUESTOS;0;2,4;N
01;28/03/2008;82;000097;VTA. DE REPUESTOS;0;22;N
01;28/03/2008;81;000350;VTA. DE REPUESTOS;0;10,15;N
01;28/03/2008;81;000351;VTA. DE REPUESTOS;0;23,42;N
01;28/03/2008;82;000098;VTA. DE REPUESTOS;0;1;N
01;28/03/2008;82;000099;VTA. DE REPUESTOS;0;45,23;N
01;31/03/2008;82;000100;VTA. DE REPUESTOS;0;0,96;N
01;31/03/2008;81;000352;VTA. DE REPUESTOS;0;4,81;N
01;31/03/2008;81;000353;VTA. DE REPUESTOS;0;11,65;N
01;31/03/2008;81;000354;VTA. DE REPUESTOS;0;1,8;N
01;31/03/2008;81;000355;VTA. DE REPUESTOS;0;77,43;N
01;31/03/2008;81;000356;VTA. DE REPUESTOS;0;45,17;N
01;31/03/2008;81;000357;VTA. DE REPUESTOS;0;4,74;N
01;31/03/2008;82;000101;VTA. DE REPUESTOS;0;1,16;N
01;01/04/2008;81;000358;VTA. DE REPUESTOS;0;167,97;N
01;01/04/2008;81;000360;VTA. DE REPUESTOS;0;68,44;N
01;01/04/2008;81;000361;VTA. DE REPUESTOS;0;145,32;N
01;01/04/2008;82;000102;VTA. DE REPUESTOS;0;-2,26;N
01;01/04/2008;82;000103;VTA. DE REPUESTOS;0;19,72;N
01;01/04/2008;81;000362;VTA. DE REPUESTOS;0;28,66;N
01;01/04/2008;81;000363;VTA. DE REPUESTOS;0;65,1;N
01;01/04/2008;81;000364;VTA. DE REPUESTOS;0;12,84;N
01;01/04/2008;81;000365;VTA. DE REPUESTOS;0;166,69;N
01;01/04/2008;81;000366;VTA. DE REPUESTOS;0;67,98;N
01;01/04/2008;82;000105;VTA. DE REPUESTOS;0;38,85;N
01;02/04/2008;81;000368;VTA. DE REPUESTOS;0;3,54;N
01;02/04/2008;81;000369;VTA. DE REPUESTOS;0;2,33;N
01;02/04/2008;82;000106;VTA. DE REPUESTOS;0;7,97;N
01;02/04/2008;81;000370;VTA. DE REPUESTOS;0;4,56;N
01;02/04/2008;82;000107;VTA. DE REPUESTOS;0;133,8;N
01;03/04/2008;81;000371;VTA. DE REPUESTOS;0;78;N
01;03/04/2008;81;000372;VTA. DE REPUESTOS;0;39,5;N
01;03/04/2008;81;000373;VTA. DE REPUESTOS;0;5,03;N
01;03/04/2008;81;000374;VTA. DE REPUESTOS;0;11,8;N
01;03/04/2008;81;000375;VTA. DE REPUESTOS;0;43,22;N
01;03/04/2008;81;000376;VTA. DE REPUESTOS;0;1,94;N
01;03/04/2008;81;000377;VTA. DE REPUESTOS;0;0,94;N
01;03/04/2008;81;000378;VTA. DE REPUESTOS;0;5,03;N
01;03/04/2008;81;000379;VTA. DE REPUESTOS;0;1,14;N
01;03/04/2008;81;000380;VTA. DE REPUESTOS;0;24,2;N
01;03/04/2008;82;000108;VTA. DE REPUESTOS;0;4,69;N
01;03/04/2008;81;000381;VTA. DE REPUESTOS;0;6,36;N
01;04/04/2008;81;000382;VTA. DE REPUESTOS;0;63,52;N
01;04/04/2008;81;000383;VTA. DE REPUESTOS;0;0,94;N
01;04/04/2008;81;000384;VTA. DE REPUESTOS;0;21,55;N
01;04/04/2008;81;000385;VTA. DE REPUESTOS;0;26,73;N
01;04/04/2008;81;000386;VTA. DE REPUESTOS;0;9,87;N
01;04/04/2008;81;000387;VTA. DE REPUESTOS;0;72,8;N
01;04/04/2008;81;000388;VTA. DE REPUESTOS;0;0,81;N
01;07/04/2008;81;000389;VTA. DE REPUESTOS;0;5,45;N
01;07/04/2008;83;000001;VTA. DE REPUESTOS;0;97,17;N
01;07/04/2008;81;000390;VTA. DE REPUESTOS;0;88,31;N
01;07/04/2008;82;000109;VTA. DE REPUESTOS;0;18,27;N
01;07/04/2008;81;000391;VTA. DE REPUESTOS;0;956,03;N
01;07/04/2008;81;000392;VTA. DE REPUESTOS;0;1,92;N
01;07/04/2008;81;000393;VTA. DE REPUESTOS;0;5,82;N
01;07/04/2008;81;000394;VTA. DE REPUESTOS;0;1,14;N
01;07/04/2008;81;000395;VTA. DE REPUESTOS;0;79,32;N
01;07/04/2008;81;000396;VTA. DE REPUESTOS;0;2,98;N
01;06/02/2008;81;000397;VTA. DE REPUESTOS;0;69,64;N
01;06/02/2008;81;000398;VTA. DE REPUESTOS;0;29,2;N
01;08/04/2008;81;000399;VTA. DE REPUESTOS;0;118,61;N
01;08/04/2008;81;000400;VTA. DE REPUESTOS;0;148,5;N
01;08/04/2008;81;000401;VTA. DE REPUESTOS;0;14,5;N
01;28/03/2008;81;000402;VTA. DE REPUESTOS;0;40;N
01;08/04/2008;82;000110;VTA. DE REPUESTOS;0;2,9;N
01;08/04/2008;82;000111;VTA. DE REPUESTOS;0;103,92;N
01;08/04/2008;81;000403;VTA. DE REPUESTOS;0;9,25;N
01;08/04/2008;82;000112;VTA. DE REPUESTOS;0;5,99;N
01;08/04/2008;82;000113;VTA. DE REPUESTOS;0;626,29;N
01;08/04/2008;81;000404;VTA. DE REPUESTOS;0;303,83;N
01;09/04/2008;83;000002;VTA. DE REPUESTOS;0;252,22;N
01;09/04/2008;81;000405;VTA. DE REPUESTOS;0;8,35;N
01;09/04/2008;83;000003;VTA. DE REPUESTOS;0;-88,7;N
01;09/04/2008;82;000114;VTA. DE REPUESTOS;0;7,88;N
01;09/04/2008;81;000406;VTA. DE REPUESTOS;0;11,34;N
01;09/04/2008;81;000407;VTA. DE REPUESTOS;0;9,6;N
01;09/04/2008;82;000115;VTA. DE REPUESTOS;0;59,23;N
01;09/04/2008;82;000116;VTA. DE REPUESTOS;0;39,6;N
01;09/04/2008;82;000117;VTA. DE REPUESTOS;0;3,22;N
01;10/04/2008;82;000118;VTA. DE REPUESTOS;0;27,08;N
01;10/04/2008;83;000004;VTA. DE REPUESTOS;0;793,81;N
01;10/04/2008;81;000408;VTA. DE REPUESTOS;0;19,55;N
01;10/04/2008;81;000409;VTA. DE REPUESTOS;0;8,79;N
01;10/04/2008;82;000119;VTA. DE REPUESTOS;0;3,62;N
01;10/04/2008;81;000410;VTA. DE REPUESTOS;0;2,78;N
01;10/04/2008;81;000411;VTA. DE REPUESTOS;0;2,81;N
01;10/04/2008;81;000412;VTA. DE REPUESTOS;0;13,77;N
01;11/04/2008;81;000413;VTA. DE REPUESTOS;0;34,26;N
01;11/04/2008;83;000005;VTA. DE REPUESTOS;0;438,44;N
01;11/04/2008;81;000414;VTA. DE REPUESTOS;0;63,25;N
01;11/04/2008;83;000006;VTA. DE REPUESTOS;0;9,48;N
01;11/04/2008;82;000120;VTA. DE REPUESTOS;0;35,68;N
01;11/04/2008;82;000121;VTA. DE REPUESTOS;0;5,6;N
01;11/04/2008;81;000415;VTA. DE REPUESTOS;0;24,12;N
01;11/04/2008;81;000416;VTA. DE REPUESTOS;0;17,7;N
01;11/04/2008;81;000417;VTA. DE REPUESTOS;0;16,92;N
01;11/04/2008;81;000418;VTA. DE REPUESTOS;0;35,3;N
01;10/04/2008;81;000419;VTA. DE REPUESTOS;0;2,47;N
01;14/04/2008;83;000007;VTA. DE REPUESTOS;0;100,9;N
01;14/04/2008;83;000008;VTA. DE REPUESTOS;0;159,43;N
01;14/04/2008;81;000420;VTA. DE REPUESTOS;0;29;N
01;14/04/2008;81;000421;VTA. DE REPUESTOS;0;77,98;N
01;14/04/2008;81;000422;VTA. DE REPUESTOS;0;53,94;N
01;14/04/2008;81;000423;VTA. DE REPUESTOS;0;60,12;N
01;14/04/2008;81;000424;VTA. DE REPUESTOS;0;42,48;N
01;14/04/2008;82;000122;VTA. DE REPUESTOS;0;1,56;N
01;14/04/2008;82;000123;VTA. DE REPUESTOS;0;1,1;N
01;14/04/2008;81;000425;VTA. DE REPUESTOS;0;53,9;N
01;15/04/2008;81;000426;VTA. DE REPUESTOS;0;122,35;N
01;15/04/2008;81;000427;VTA. DE REPUESTOS;0;62,89;N
01;15/04/2008;81;000428;VTA. DE REPUESTOS;0;5,71;N
01;15/04/2008;82;000124;VTA. DE REPUESTOS;0;3,22;N
01;16/04/2008;81;000429;VTA. DE REPUESTOS;0;17,54;N
01;15/04/2008;81;000430;VTA. DE REPUESTOS;0;2,2;N
01;16/04/2008;81;000431;VTA. DE REPUESTOS;0;2,35;N
01;16/04/2008;83;000009;VTA. DE REPUESTOS;0;115,3;N
01;16/04/2008;83;000010;VTA. DE REPUESTOS;0;1558,2;N
01;16/04/2008;81;000433;VTA. DE REPUESTOS;0;24,6;N
01;16/04/2008;83;000011;VTA. DE REPUESTOS;0;2500;N
01;16/04/2008;81;000434;VTA. DE REPUESTOS;0;12;N
01;16/04/2008;81;000435;VTA. DE REPUESTOS;0;16,1;N
01;17/04/2008;81;000436;VTA. DE REPUESTOS;0;2,06;N
01;17/04/2008;81;000437;VTA. DE REPUESTOS;0;19,2;N
01;17/04/2008;81;000438;VTA. DE REPUESTOS;0;40,94;N
01;17/04/2008;82;000125;VTA. DE REPUESTOS;0;1,62;N
01;17/04/2008;81;000439;VTA. DE REPUESTOS;0;67,17;N
01;17/04/2008;81;000440;VTA. DE REPUESTOS;0;77;N
01;17/04/2008;81;000441;VTA. DE REPUESTOS;0;3,01;N
01;17/04/2008;82;000126;VTA. DE REPUESTOS;0;13,95;N
01;18/04/2008;81;000442;VTA. DE REPUESTOS;0;1;N
01;10/04/2008;81;000443;ENCHUFES RAPIDOS  DE PULPO;0;599,36;S
01;18/04/2008;83;000013;VTA. DE REPUESTOS;0;400;N
01;18/04/2008;81;000445;VTA. DE REPUESTOS;0;32,7;N
01;18/04/2008;82;000127;VTA. DE REPUESTOS;0;8,54;N
01;18/04/2008;81;000446;VTA. DE REPUESTOS;0;7,51;N
01;21/04/2008;81;000447;VTA. DE REPUESTOS;0;6,75;N
01;21/04/2008;82;000128;VTA. DE REPUESTOS;0;3,13;N
01;21/04/2008;82;000129;VTA. DE REPUESTOS;0;7,66;N
01;21/04/2008;82;000131;VTA. DE REPUESTOS;0;17,85;N
01;21/04/2008;82;000132;VTA. DE REPUESTOS;0;1,43;N
01;21/04/2008;81;000448;VTA. DE REPUESTOS;0;5,04;N
01;21/04/2008;82;000133;VTA. DE REPUESTOS;0;1,18;N
01;21/04/2008;82;000134;VTA. DE REPUESTOS;0;0,52;N
01;21/04/2008;81;000449;VTA. DE REPUESTOS;0;2,85;N
01;22/04/2008;81;000450;VTA. DE REPUESTOS;0;65,31;N
01;22/04/2008;82;000135;VTA. DE REPUESTOS;0;0;N
01;22/04/2008;83;000014;VTA. DE REPUESTOS;0;122,52;N
01;22/04/2008;82;000136;VTA. DE REPUESTOS;0;19,91;N
01;22/04/2008;81;000451;VTA. DE REPUESTOS;0;8,4;N
01;22/04/2008;81;000452;VTA. DE REPUESTOS;0;365,76;N
01;23/04/2008;83;000015;VTA. DE REPUESTOS;0;146,89;N
01;23/04/2008;81;000454;VTA. DE REPUESTOS;0;7,83;N
01;23/04/2008;81;000455;VTA. DE REPUESTOS;0;22,1;N
01;23/04/2008;81;000457;VTA. DE REPUESTOS;0;13,87;N
01;23/04/2008;81;000458;VTA. DE REPUESTOS;0;57,73;N
01;23/04/2008;82;000137;VTA. DE REPUESTOS;0;47,25;N
01;01/04/2008;83;000016;VTA. DE REPUESTOS;0;1881,36;N
01;23/04/2008;81;000459;VTA. DE REPUESTOS;0;82,74;N
01;23/04/2008;82;000138;VTA. DE REPUESTOS;0;-8,4;N
01;23/04/2008;81;000460;VTA. DE REPUESTOS;0;36,74;N
01;23/04/2008;81;000461;VTA. DE REPUESTOS;0;36,74;N
01;24/04/2008;81;000462;VTA. DE REPUESTOS;0;26,37;N
01;24/04/2008;81;000463;VTA. DE REPUESTOS;0;1,58;N
01;24/04/2008;81;000464;VTA. DE REPUESTOS;0;5,21;N
01;24/04/2008;81;000465;VTA. DE REPUESTOS;0;52,11;N
01;24/04/2008;81;000466;VTA. DE REPUESTOS;0;24,35;N
01;24/04/2008;81;000467;VTA. DE REPUESTOS;0;2,87;N
01;24/04/2008;81;000468;VTA. DE REPUESTOS;0;3,61;N
01;24/04/2008;81;000470;VTA. DE REPUESTOS;0;915,72;N
01;25/04/2008;83;000017;VTA. DE REPUESTOS;0;316,08;N
01;25/04/2008;83;000018;VTA. DE REPUESTOS;0;976,8;N
01;25/04/2008;82;000140;VTA. DE REPUESTOS;0;24,23;N
01;25/04/2008;81;000471;VTA. DE REPUESTOS;0;3,16;N
01;25/04/2008;81;000472;VTA. DE REPUESTOS;0;1,29;N
01;25/04/2008;81;000473;VTA. DE REPUESTOS;0;20,65;N
01;25/04/2008;81;000474;VTA. DE REPUESTOS;0;14,63;N
01;25/04/2008;81;000475;VTA. DE REPUESTOS;0;11,4;N
01;25/04/2008;81;000476;VTA. DE REPUESTOS;0;8,67;N
01;25/04/2008;81;000477;VTA. DE REPUESTOS;0;39,64;N
01;25/04/2008;81;000478;VTA. DE REPUESTOS;0;66,39;N
01;28/04/2008;81;000479;VTA. DE REPUESTOS;0;28,99;N
01;05/05/2008;81;000480;VTA. DE REPUESTOS;0;39,54;N
01;28/04/2008;81;000481;VTA. DE REPUESTOS;0;48,12;N
01;28/04/2008;81;000482;VTA. DE REPUESTOS;0;179,35;N
01;01/04/2008;83;000019;VTA. DE REPUESTOS;0;3557,04;N
01;28/04/2008;83;000020;VTA. DE REPUESTOS;0;107,46;N
01;24/04/2008;82;000139;VTA. DE REPUESTOS;0;29,32;N
01;29/04/2008;82;000141;VTA. DE REPUESTOS;0;1,84;N
01;29/04/2008;82;000142;VTA. DE REPUESTOS;0;8,04;N
01;29/04/2008;82;000143;VTA. DE REPUESTOS;0;2,32;N
01;29/04/2008;81;000483;VTA. DE REPUESTOS;0;91,54;N
01;30/04/2008;81;000484;VTA. DE REPUESTOS;0;26,37;N
01;30/04/2008;81;000485;VTA. DE REPUESTOS;0;151,51;N
01;30/04/2008;82;000144;VTA. DE REPUESTOS;0;10,63;N
01;30/04/2008;81;000486;VTA. DE REPUESTOS;0;-0,1;N
01;30/04/2008;83;000023;VTA. DE REPUESTOS;0;15,39;N
01;30/04/2008;83;000024;VTA. DE REPUESTOS;0;136,58;N
01;30/04/2008;83;000025;VTA. DE REPUESTOS;0;131,16;N
01;30/04/2008;82;000145;VTA. DE REPUESTOS;0;12,24;N
01;05/05/2008;81;000487;VTA. DE REPUESTOS;0;112,73;N
01;05/05/2008;82;000146;VTA. DE REPUESTOS;0;5,3;N
01;05/05/2008;81;000488;VTA. DE REPUESTOS;0;3,67;N
01;05/05/2008;83;000026;VTA. DE REPUESTOS;0;1484,19;N
01;05/05/2008;81;000489;VTA. DE REPUESTOS;0;45,63;N
01;05/05/2008;82;000147;VTA. DE REPUESTOS;0;6,22;N
01;05/05/2008;82;000148;VTA. DE REPUESTOS;0;14,15;N
01;05/05/2008;81;000490;VTA. DE REPUESTOS;0;1,57;N
01;05/05/2008;81;000491;VTA. DE REPUESTOS;0;1303,09;N
01;05/05/2008;81;000492;VTA. DE REPUESTOS;0;6,1;N
01;30/04/2008;81;000493;VTA. DE REPUESTOS;0;1188;N
01;05/05/2008;81;000494;VTA. DE REPUESTOS;0;119,62;N
01;05/05/2008;81;000495;VTA. DE REPUESTOS;0;3,72;N
01;06/05/2008;81;000496;VTA. DE REPUESTOS;0;91,14;N
01;07/04/2008;81;000497;VTA. DE REPUESTOS;0;105,44;N
01;06/05/2008;81;000498;VTA. DE REPUESTOS;0;24,07;N
01;06/05/2008;81;000499;VTA. DE REPUESTOS;0;25,61;N
01;06/05/2008;81;000500;VTA. DE REPUESTOS;0;27,13;N
01;06/05/2008;81;000501;VTA. DE REPUESTOS;0;5,72;N
01;07/05/2008;81;000502;VTA. DE REPUESTOS;0;77,02;N
01;07/05/2008;83;000027;VTA. DE REPUESTOS;0;1484,19;N
01;07/05/2008;83;000028;VTA. DE REPUESTOS;0;119,42;N
01;07/05/2008;81;000503;VTA. DE REPUESTOS;0;76,94;N
01;07/05/2008;81;000504;VTA. DE REPUESTOS;0;0,78;N
01;07/05/2008;81;000505;VTA. DE REPUESTOS;0;67,92;N
01;07/05/2008;82;000149;VTA. DE REPUESTOS;0;19,67;N
01;07/05/2008;82;000150;VTA. DE REPUESTOS;0;50,33;N
01;07/05/2008;81;000506;VTA. DE REPUESTOS;0;1,71;N
01;07/05/2008;81;000507;VTA. DE REPUESTOS;0;1;N
01;08/05/2008;81;000508;VTA. DE REPUESTOS;0;17,54;N
01;08/05/2008;81;000509;VTA. DE REPUESTOS;0;26,07;N
01;08/05/2008;81;000510;VTA. DE REPUESTOS;0;25,29;N
01;08/05/2008;81;000511;VTA. DE REPUESTOS;0;14,05;N
01;08/05/2008;82;000151;VTA. DE REPUESTOS;0;11,65;N
01;08/05/2008;82;000152;VTA. DE REPUESTOS;0;41,63;N
01;09/05/2008;81;000512;VTA. DE REPUESTOS;0;81,84;N
01;09/05/2008;81;000513;VTA. DE REPUESTOS;0;6,42;N
01;09/05/2008;81;000514;VTA. DE REPUESTOS;0;1,84;N
01;09/05/2008;82;000153;VTA. DE REPUESTOS;0;302,5;N
01;09/05/2008;82;000154;VTA. DE REPUESTOS;0;0,72;N
01;12/05/2008;81;000515;VTA. DE REPUESTOS;0;82,95;N
01;12/05/2008;81;000516;VTA. DE REPUESTOS;0;1141,2;N
01;12/05/2008;82;000155;VTA. DE REPUESTOS;0;3,78;N
01;13/05/2008;82;000156;VTA. DE REPUESTOS;0;77,84;N
01;13/05/2008;81;000517;VTA. DE REPUESTOS;0;3,85;N
01;13/05/2008;81;000518;VTA. DE REPUESTOS;0;14,31;N
01;13/05/2008;81;000519;VTA. DE REPUESTOS;0;3,58;N
01;13/05/2008;81;000520;VTA. DE REPUESTOS;0;15,2;N
01;13/05/2008;81;000521;VTA. DE REPUESTOS;0;64,37;N
01;13/05/2008;81;000522;VTA. DE REPUESTOS;0;2,56;N
01;13/05/2008;81;000523;VTA. DE REPUESTOS;0;44,88;N
01;13/05/2008;82;000157;VTA. DE REPUESTOS;0;28,74;N
01;14/05/2008;82;000158;VTA. DE REPUESTOS;0;0;N
01;09/05/2008;81;000524;VTA. DE REPUESTOS;0;350;N
01;09/05/2008;81;000525;VTA. DE REPUESTOS;0;221,36;N
01;14/05/2008;83;000029;VTA. DE REPUESTOS;0;245,58;N
01;14/05/2008;83;000030;VTA. DE REPUESTOS;0;2165,38;N
01;14/05/2008;83;000031;VTA. DE REPUESTOS;0;1004,89;N
01;14/05/2008;81;000526;VTA. DE REPUESTOS;0;151,26;N
01;14/05/2008;83;000032;VTA. DE REPUESTOS;0;14,37;N
01;14/05/2008;83;000033;VTA. DE REPUESTOS;0;50,5;N
01;14/05/2008;83;000034;VTA. DE REPUESTOS;0;6;N
01;14/05/2008;82;000159;VTA. DE REPUESTOS;0;3,04;N
01;14/05/2008;81;000527;VTA. DE REPUESTOS;0;27,42;N
01;14/05/2008;81;000528;VTA. DE REPUESTOS;0;34,7;N
01;14/05/2008;81;000529;VTA. DE REPUESTOS;0;39,07;N
01;14/05/2008;82;000160;VTA. DE REPUESTOS;0;2,53;N
01;14/05/2008;81;000530;VTA. DE REPUESTOS;0;3,84;N
01;14/05/2008;81;000531;VTA. DE REPUESTOS;0;72,15;N
01;15/05/2008;83;000035;VTA. DE REPUESTOS;0;22,27;N
01;15/05/2008;83;000036;VTA. DE REPUESTOS;0;1289,78;N
01;15/05/2008;83;000037;VTA. DE REPUESTOS;0;680,1;N
01;15/05/2008;81;000532;VTA. DE REPUESTOS;0;15,04;N
01;15/05/2008;81;000533;VTA. DE REPUESTOS;0;1,26;N
01;15/05/2008;81;000534;VTA. DE REPUESTOS;0;11,37;N
01;15/05/2008;81;000535;VTA. DE REPUESTOS;0;591;N
01;15/05/2008;81;000536;VTA. DE REPUESTOS;0;2,58;N
01;15/05/2008;81;000537;VTA. DE REPUESTOS;0;63,74;N
01;15/05/2008;83;000038;VTA. DE REPUESTOS;0;81,31;N
01;16/05/2008;83;000039;VTA. DE REPUESTOS;0;156,45;N
01;15/05/2008;81;000538;VTA. DE REPUESTOS;0;11,63;N
01;15/05/2008;81;000539;VTA. DE REPUESTOS;0;20,74;N
01;16/05/2008;81;000540;VTA. DE REPUESTOS;0;3,02;N
01;16/05/2008;81;000541;VTA. DE REPUESTOS;0;1,44;N
01;16/05/2008;81;000542;VTA. DE REPUESTOS;0;48;N
01;16/05/2008;81;000543;VTA. DE REPUESTOS;0;218,73;N
01;16/05/2008;81;000544;VTA. DE REPUESTOS;0;31,03;N
01;16/05/2008;82;000161;VTA. DE REPUESTOS;0;8,16;N
01;16/05/2008;82;000162;VTA. DE REPUESTOS;0;5,34;N
01;16/05/2008;82;000163;VTA. DE REPUESTOS;0;11,14;N
01;16/05/2008;82;000164;VTA. DE REPUESTOS;0;9,77;N
01;16/05/2008;82;000165;VTA. DE REPUESTOS;0;8,28;N
01;19/05/2008;81;000545;VTA. DE REPUESTOS;0;110,54;N
01;19/05/2008;82;000166;VTA. DE REPUESTOS;0;9,48;N
01;19/05/2008;81;000546;VTA. DE REPUESTOS;0;42,57;N
01;19/05/2008;82;000167;VTA. DE REPUESTOS;0;6,89;N
01;19/05/2008;82;000168;VTA. DE REPUESTOS;0;6,24;N
01;19/05/2008;81;000547;VTA. DE REPUESTOS;0;7,71;N
01;20/05/2008;83;000041;VTA. DE REPUESTOS;0;146,2;N
01;20/05/2008;81;000548;VTA. DE REPUESTOS;0;3,22;N
01;20/05/2008;81;000549;VTA. DE REPUESTOS;0;7,14;N
01;20/05/2008;81;000550;VTA. DE REPUESTOS;0;64,59;N
01;20/05/2008;81;000551;VTA. DE REPUESTOS;0;66,48;N
01;20/05/2008;82;000169;VTA. DE REPUESTOS;0;41,1;N
01;20/05/2008;82;000170;VTA. DE REPUESTOS;0;3,71;N
01;20/05/2008;81;000552;VTA. DE REPUESTOS;0;2,41;N
01;20/05/2008;82;000171;VTA. DE REPUESTOS;0;6,97;N
01;20/05/2008;81;000553;VTA. DE REPUESTOS;0;172,96;N
01;21/05/2008;81;000554;VTA. DE REPUESTOS;0;28,61;N
01;21/05/2008;81;000555;VTA. DE REPUESTOS;0;3,2;N
01;21/05/2008;81;000556;VTA. DE REPUESTOS;0;1,6;N
01;21/05/2008;81;000557;VTA. DE REPUESTOS;0;24,64;N
01;21/05/2008;81;000558;VTA. DE REPUESTOS;0;29,75;N
01;21/05/2008;81;000559;VTA. DE REPUESTOS;0;15,26;N
01;21/05/2008;81;000560;VTA. DE REPUESTOS;0;34,09;N
01;22/05/2008;83;000042;VTA. DE REPUESTOS;0;67,85;N
01;22/05/2008;81;000561;VTA. DE REPUESTOS;0;1484,19;N
01;22/05/2008;81;000562;VTA. DE REPUESTOS;0;5,23;N
01;22/05/2008;82;000172;VTA. DE REPUESTOS;0;105,44;N
01;22/05/2008;81;000563;VTA. DE REPUESTOS;0;55,16;N
01;22/05/2008;82;000173;VTA. DE REPUESTOS;0;19,67;N
01;23/05/2008;82;000174;VTA. DE REPUESTOS;0;-36,92;N
01;23/05/2008;81;000564;VTA. DE REPUESTOS;0;11,15;N
01;23/05/2008;82;000175;VTA. DE REPUESTOS;0;7,95;N
01;23/05/2008;81;000565;VTA. DE REPUESTOS;0;13,18;N
01;23/05/2008;81;000566;VTA. DE REPUESTOS;0;1,03;N
01;23/05/2008;81;000567;VTA. DE REPUESTOS;0;5,59;N
01;23/05/2008;81;000568;VTA. DE REPUESTOS;0;25,73;N
01;23/05/2008;82;000176;VTA. DE REPUESTOS;0;8,24;N
01;22/05/2008;81;000570;VTA. DE REPUESTOS;0;72,52;N
01;26/05/2008;83;000043;VTA. DE REPUESTOS;0;-130;N
01;26/05/2008;83;000044;VTA. DE REPUESTOS;0;104,38;N
01;26/05/2008;83;000045;VTA. DE REPUESTOS;0;86,04;N
01;26/05/2008;83;000046;VTA. DE REPUESTOS;0;14,21;N
01;26/05/2008;81;000571;VTA. DE REPUESTOS;0;12,67;N
01;26/05/2008;81;000572;VTA. DE REPUESTOS;0;21,68;N
01;26/05/2008;82;000177;VTA. DE REPUESTOS;0;17,4;N
01;26/05/2008;81;000573;VTA. DE REPUESTOS;0;81,25;N
01;26/05/2008;81;000574;VTA. DE REPUESTOS;0;255,51;N
01;26/05/2008;82;000178;VTA. DE REPUESTOS;0;58,2;N
01;27/05/2008;81;000575;VTA. DE REPUESTOS;0;15,12;N
01;27/05/2008;82;000179;VTA. DE REPUESTOS;0;2,74;N
01;27/05/2008;81;000576;VTA. DE REPUESTOS;0;21,22;N
01;27/05/2008;82;000180;VTA. DE REPUESTOS;0;15,46;N
01;27/05/2008;82;000181;VTA. DE REPUESTOS;0;7,21;N
