NUMTAR;DOCFEC;DOCSER;DOCNUM;DESTAR;IMPOBRA;IMPMAT;MARCA
01;16/12/1998;A8;000001;VTA. DE REPUESTOS;0;359,89;N
01;17/12/1998;A8;000003;VTA. DE REPUESTOS;0;296,6;N
01;17/12/1998;A8;000004;VTA. DE REPUESTOS;0;111,19;N
01;28/12/1998;A8;000005;VTA. DE REPUESTOS;0;85,45;N
01;09/12/1998;A8;000006;VTA. DE REPUESTOS;0;28,42;N
01;16/12/1998;A8;000007;VTA. DE REPUESTOS;0;8,71;N
01;21/12/1998;A8;000008;VTA. DE REPUESTOS;0;93,76;N
01;30/12/1998;A8;000009;VTA. DE REPUESTOS;0;23,44;N
01;28/01/1999;A9;000001;VTA. DE REPUESTOS;0;5591,77;N
01;01/02/1999;A9;000002;VTA. DE REPUESTOS;0;30,28;N
01;19/01/1999;A9;000003;VTA. DE REPUESTOS;0;62,32;N
01;02/02/1999;A9;000004;VTA. DE REPUESTOS;0;66,26;N
01;02/02/1999;A9;000005;VTA. DE REPUESTOS;0;32,76;N
01;07/01/1999;A9;000006;VTA. DE REPUESTOS;0;30,65;N
01;11/01/1999;A9;000007;VTA. DE REPUESTOS;0;9,02;N
01;12/01/1999;A9;000008;VTA. DE REPUESTOS;0;114,4;N
01;19/01/1999;A9;000009;VTA. DE REPUESTOS;0;40,27;N
01;21/01/1999;A9;000010;VTA. DE REPUESTOS;0;173,55;N
01;20/01/1999;A9;000011;VTA. DE REPUESTOS;0;12,62;N
01;02/12/1998;A9;000012;VTA. DE REPUESTOS;0;19,53;N
01;18/12/1998;A8;000010;VTA. DE REPUESTOS;0;5,99;N
01;28/12/1998;A8;000011;VTA. DE REPUESTOS;0;193,78;N
01;30/12/1998;A8;000012;VTA. DE REPUESTOS;0;1,14;N
01;04/01/1999;A9;000013;VTA. DE REPUESTOS;0;12,02;N
01;08/01/1999;A9;000014;VTA. DE REPUESTOS;0;79,75;N
01;15/01/1999;A9;000015;VTA. DE REPUESTOS;0;3,85;N
01;19/01/1999;A9;000016;VTA. DE REPUESTOS;0;8,74;N
01;25/01/1999;A9;000017;VTA. DE REPUESTOS;0;28,85;N
01;26/01/1999;A9;000018;VTA. DE REPUESTOS;0;68,21;N
01;03/02/1999;A9;000021;VTA. DE REPUESTOS;0;606,57;N
01;04/02/1999;A9;000022;VTA. DE REPUESTOS;0;17,99;N
01;24/10/2005;51;000001;VTA. DE REPUESTOS;0;21,51;N
01;24/10/2005;51;000002;VTA. DE REPUESTOS;0;12,74;N
01;15/11/2005;51;000003;VTA. DE REPUESTOS;0;32,41;N
01;25/10/2005;51;000004;VTA. DE REPUESTOS;0;30,46;N
01;25/10/2005;51;000005;VTA. DE REPUESTOS;0;10,2;N
01;26/10/2005;51;000006;VTA. DE REPUESTOS;0;3;N
01;26/10/2005;51;000007;VTA. DE REPUESTOS;0;19,94;N
01;26/10/2005;51;000008;VTA. DE REPUESTOS;0;10,1;N
01;27/10/2005;51;000009;VTA. DE REPUESTOS;0;6,2;N
01;28/10/2005;51;000010;VTA. DE REPUESTOS;0;34,82;N
01;28/10/2005;51;000011;VTA. DE REPUESTOS;0;16,13;N
01;28/10/2005;51;000012;VTA. DE REPUESTOS;0;10,96;N
01;31/10/2005;51;000013;VTA. DE REPUESTOS;0;7,55;N
01;31/10/2005;51;000014;VTA. DE REPUESTOS;0;19,33;N
01;02/11/2005;51;000015;VTA. DE REPUESTOS;0;33,95;N
01;03/11/2005;51;000016;VTA. DE REPUESTOS;0;30,87;N
01;03/11/2005;51;000017;VTA. DE REPUESTOS;0;9,66;N
01;04/11/2005;51;000018;VTA. DE REPUESTOS;0;1,17;N
01;04/11/2005;51;000019;VTA. DE REPUESTOS;0;4,44;N
01;07/11/2005;51;000020;VTA. DE REPUESTOS;0;1,5;N
01;07/11/2005;51;000022;VTA. DE REPUESTOS;0;18,01;N
01;08/11/2005;51;000023;VTA. DE REPUESTOS;0;24,65;N
01;07/11/2005;51;000024;VTA. DE REPUESTOS;0;18,17;N
01;09/11/2005;51;000025;VTA. DE REPUESTOS;0;30,67;N
01;09/11/2005;51;000026;VTA. DE REPUESTOS;0;33,6;N
01;09/11/2005;51;000027;VTA. DE REPUESTOS;0;24,91;N
01;09/11/2005;51;000028;VTA. DE REPUESTOS;0;11,54;N
01;09/11/2005;51;000029;VTA. DE REPUESTOS;0;15,01;N
01;09/11/2005;51;000030;VTA. DE REPUESTOS;0;72,75;N
01;10/11/2005;51;000031;VTA. DE REPUESTOS;0;9,5;N
01;10/11/2005;51;000032;VTA. DE REPUESTOS;0;3,09;N
01;10/11/2005;51;000033;VTA. DE REPUESTOS;0;9,76;N
01;11/11/2005;51;000034;VTA. DE REPUESTOS;0;57,43;N
01;11/11/2005;51;000035;VTA. DE REPUESTOS;0;4,17;N
01;12/11/2005;51;000036;VTA. DE REPUESTOS;0;17,54;N
01;14/11/2005;51;000037;VTA. DE REPUESTOS;0;17,2;N
01;14/11/2005;51;000038;VTA. DE REPUESTOS;0;0,42;N
01;15/11/2005;51;000039;VTA. DE REPUESTOS;0;66,92;N
01;15/11/2005;51;000040;VTA. DE REPUESTOS;0;8,76;N
01;10/11/2005;51;000041;VTA. DE REPUESTOS;0;15,1;N
01;15/11/2005;51;000042;VTA. DE REPUESTOS;0;3,55;N
01;15/11/2005;51;000043;VTA. DE REPUESTOS;0;29,95;N
01;15/11/2005;51;000044;VTA. DE REPUESTOS;0;112,52;N
01;15/11/2005;51;000045;VTA. DE REPUESTOS;0;24,19;N
01;17/11/2005;52;000001;VTA. DE REPUESTOS;0;208,42;N
01;17/11/2005;52;000002;VTA. DE REPUESTOS;0;56,86;N
01;02/11/2005;52;000003;VTA. DE REPUESTOS;0;55;N
01;02/11/2005;51;000046;VTA. DE REPUESTOS;0;49,14;N
01;14/11/2005;51;000047;VTA. DE REPUESTOS;0;77,59;N
01;16/11/2005;51;000048;VTA. DE REPUESTOS;0;304,71;N
01;16/11/2005;52;000004;VTA. DE REPUESTOS;0;30;N
01;17/11/2005;52;000005;VTA. DE REPUESTOS;0;14;N
01;17/11/2005;52;000006;VTA. DE REPUESTOS;0;11,5;N
01;15/11/2005;51;000049;VTA. DE REPUESTOS;0;20,69;N
01;15/11/2005;51;000050;VTA. DE REPUESTOS;0;17,24;N
01;15/11/2008;51;000051;VTA. DE REPUESTOS;0;9,91;N
01;18/11/2005;51;000053;VTA. DE REPUESTOS;0;29,5;N
01;16/11/2005;51;000054;VTA. DE REPUESTOS;0;39,8;N
01;02/11/2005;51;000055;VTA. DE REPUESTOS;0;29,97;N
01;10/11/2005;51;000056;VTA. DE REPUESTOS;0;212,72;N
01;02/11/2005;51;000057;VTA. DE REPUESTOS;0;13,8;N
01;15/11/2005;51;000058;VTA. DE REPUESTOS;0;147,75;N
01;03/11/2005;51;000059;VTA. DE REPUESTOS;0;571,59;N
01;18/11/2005;51;000060;VTA. DE REPUESTOS;0;188,7;N
01;18/11/2005;51;000061;VTA. DE REPUESTOS;0;60,7;N
01;21/11/2005;51;000062;VTA. DE REPUESTOS;0;21,76;N
01;21/11/2005;51;000063;VTA. DE REPUESTOS;0;16,95;N
01;18/11/2005;51;000064;VTA. DE REPUESTOS;0;3,82;N
01;21/11/2005;51;000065;VTA. DE REPUESTOS;0;13,4;N
01;21/11/2005;51;000066;VTA. DE REPUESTOS;0;24,45;N
01;22/11/2005;51;000067;VTA. DE REPUESTOS;0;63,26;N
01;21/11/2005;51;000068;VTA. DE REPUESTOS;0;123,24;N
01;22/11/2005;51;000069;VTA. DE REPUESTOS;0;3,97;N
01;22/11/2005;51;000070;VTA. DE REPUESTOS;0;66,43;N
01;23/11/2005;51;000071;VTA. DE REPUESTOS;0;13,82;N
01;23/11/2005;51;000072;VTA. DE REPUESTOS;0;6;N
01;24/11/2005;51;000073;VTA. DE REPUESTOS;0;45,64;N
01;01/11/2005;51;000074;VTA. DE REPUESTOS;0;6;N
01;01/11/2005;51;000075;VTA. DE REPUESTOS;0;2,55;N
01;24/11/2005;51;000076;VTA. DE REPUESTOS;0;19,21;N
01;24/11/2005;51;000077;VTA. DE REPUESTOS;0;29,31;N
01;25/11/2005;51;000078;VTA. DE REPUESTOS;0;46,3;N
01;28/11/2005;51;000079;VTA. DE REPUESTOS;0;23,04;N
01;23/11/2005;51;000080;VTA. DE REPUESTOS;0;30;N
01;21/11/2005;51;000081;VTA. DE REPUESTOS;0;30,19;N
01;28/11/2005;51;000082;VTA. DE REPUESTOS;0;310,8;N
01;28/11/2005;51;000083;VTA. DE REPUESTOS;0;30,8;N
01;28/11/2005;51;000084;VTA. DE REPUESTOS;0;41,3;N
01;28/11/2005;51;000085;VTA. DE REPUESTOS;0;16;N
01;29/11/2005;51;000086;VTA. DE REPUESTOS;0;38,42;N
01;24/11/2005;51;000087;VTA. DE REPUESTOS;0;137,93;N
01;29/11/2005;52;000007;VTA. DE REPUESTOS;0;60,71;N
01;29/11/2005;51;000088;VTA. DE REPUESTOS;0;5,22;N
01;30/11/2005;51;000089;VTA. DE REPUESTOS;0;40,5;N
01;29/11/2005;51;000090;VTA. DE REPUESTOS;0;7,21;N
01;29/11/2005;51;000091;VTA. DE REPUESTOS;0;12,4;N
01;05/12/2005;52;000008;VTA. DE REPUESTOS;0;10;N
01;01/12/2005;51;000092;VTA. DE REPUESTOS;0;72,94;N
01;01/12/2005;51;000093;VTA. DE REPUESTOS;0;34,69;N
01;01/12/2005;51;000094;VTA. DE REPUESTOS;0;130,51;N
01;01/12/2005;51;000095;VTA. DE REPUESTOS;0;43;N
01;01/12/2005;51;000096;VTA. DE REPUESTOS;0;6,4;N
01;12/12/2005;51;000097;VTA. DE REPUESTOS;0;11,82;N
01;14/12/2005;51;000098;VTA. DE REPUESTOS;0;33,61;N
01;19/12/2005;51;000099;VTA. DE REPUESTOS;0;189,59;N
01;01/12/2005;51;000100;VTA. DE REPUESTOS;0;6;N
01;01/12/2005;51;000101;VTA. DE REPUESTOS;0;33,85;N
01;02/12/2005;51;000102;VTA. DE REPUESTOS;0;3;N
01;02/12/2005;51;000103;VTA. DE REPUESTOS;0;72,41;N
01;02/12/2005;51;000104;VTA. DE REPUESTOS;0;7,85;N
01;02/12/2005;51;000105;VTA. DE REPUESTOS;0;1,77;N
01;05/12/2005;51;000106;VTA. DE REPUESTOS;0;4,84;N
01;07/12/2005;51;000107;VTA. DE REPUESTOS;0;41,98;N
01;09/12/2005;51;000108;VTA. DE REPUESTOS;0;7;N
01;13/12/2005;51;000109;VTA. DE REPUESTOS;0;2,48;N
01;14/12/2005;51;000110;VTA. DE REPUESTOS;0;12,24;N
01;14/12/2005;51;000111;VTA. DE REPUESTOS;0;16,49;N
01;15/12/2005;51;000112;VTA. DE REPUESTOS;0;2,48;N
01;15/12/2005;51;000113;VTA. DE REPUESTOS;0;106,18;N
01;16/12/2005;51;000114;VTA. DE REPUESTOS;0;5,6;N
01;16/12/2005;51;000115;VTA. DE REPUESTOS;0;1,88;N
01;16/12/2005;51;000116;VTA. DE REPUESTOS;0;140,86;N
01;16/12/2005;51;000117;VTA. DE REPUESTOS;0;113,32;N
01;16/12/2005;51;000118;VTA. DE REPUESTOS;0;2,98;N
01;19/12/2005;51;000119;VTA. DE REPUESTOS;0;20,58;N
01;19/12/2005;51;000120;VTA. DE REPUESTOS;0;11,78;N
01;20/12/2005;51;000121;VTA. DE REPUESTOS;0;49,92;N
01;20/12/2005;51;000122;VTA. DE REPUESTOS;0;57,1;N
01;20/12/2005;51;000123;VTA. DE REPUESTOS;0;2,9;N
01;20/12/2005;51;000124;VTA. DE REPUESTOS;0;2,29;N
01;20/12/2005;51;000125;VTA. DE REPUESTOS;0;30;N
01;20/12/2005;51;000126;VTA. DE REPUESTOS;0;2,75;N
01;21/12/2005;51;000127;VTA. DE REPUESTOS;0;31,34;N
01;22/12/2005;51;000128;VTA. DE REPUESTOS;0;6,36;N
01;22/12/2005;52;000009;VTA. DE REPUESTOS;0;70;N
01;01/12/2005;52;000010;VTA. DE REPUESTOS;0;13,28;N
01;15/12/2005;52;000011;VTA. DE REPUESTOS;0;130,41;N
01;22/12/2005;51;000129;VTA. DE REPUESTOS;0;11,25;N
01;22/12/2005;51;000130;VTA. DE REPUESTOS;0;18,8;N
01;23/12/2005;51;000131;VTA. DE REPUESTOS;0;14,4;N
01;23/12/2005;52;000012;ROSCAR TUBOS;67,5;0;S
01;21/12/2005;52;000013;VTA. DE REPUESTOS;0;29,5;N
01;27/12/2005;51;000132;VTA. DE REPUESTOS;0;3,2;N
01;27/12/2005;51;000133;VTA. DE REPUESTOS;0;9,4;N
01;27/12/2005;51;000134;VTA. DE REPUESTOS;0;147,53;N
01;27/12/2005;51;000135;VTA. DE REPUESTOS;0;34,24;N
01;28/12/2005;51;000136;VTA. DE REPUESTOS;0;30,14;N
01;28/12/2005;51;000137;VTA. DE REPUESTOS;0;1,24;N
01;28/12/2005;51;000138;VTA. DE REPUESTOS;0;5,67;N
01;28/12/2005;51;000139;VTA. DE REPUESTOS;0;40,17;N
01;28/12/2005;51;000140;VTA. DE REPUESTOS;0;4,37;N
01;28/12/2005;51;000141;VTA. DE REPUESTOS;0;67,47;N
01;28/12/2005;51;000142;VTA. DE REPUESTOS;0;15,74;N
01;30/12/2005;52;000014;VTA. DE REPUESTOS;0;21;N
01;29/12/2005;51;000143;VTA. DE REPUESTOS;0;5,29;N
01;30/12/2005;51;000144;VTA. DE REPUESTOS;0;23,76;N
01;30/12/2005;51;000145;VTA. DE REPUESTOS;0;1,66;N
01;01/12/2005;51;000146;VTA. DE REPUESTOS;0;78,49;N
01;07/12/2005;51;000147;VTA. DE REPUESTOS;0;17,24;N
01;15/12/2005;51;000148;VTA. DE REPUESTOS;0;99,36;N
01;02/11/2005;52;000015;VTA. DE REPUESTOS;0;8,61;N
01;04/01/2006;62;000001;VTA. DE REPUESTOS;0;75,74;N
01;31/12/2005;52;000016;TALLER;1670,12;1455,6;S
02;31/12/2005;52;000016;HORAS SIN IMPUTACION;5660,93;0;S
03;31/12/2005;52;000016;ENFERMEDAD, VACACIONES, PERMISOS;621,44;0;S
04;31/12/2005;52;000016;PORTES TALLER;0;0;S
05;31/12/2005;52;000016;FURGONETA Nº 1;0;0;S
06;31/12/2005;52;000016;CAMIONETA;67,97;58,47;S
01;03/01/2006;61;000001;VTA. DE REPUESTOS;0;39,28;N
01;03/01/2006;61;000002;VTA. DE REPUESTOS;0;1,35;N
01;03/01/2006;61;000003;VTA. DE REPUESTOS;0;7,22;N
01;04/01/2006;61;000004;VTA. DE REPUESTOS;0;22,85;N
01;04/01/2006;61;000005;VTA. DE REPUESTOS;0;5,44;N
01;04/01/2006;61;000006;VTA. DE REPUESTOS;0;1,29;N
01;04/01/2006;61;000007;VTA. DE REPUESTOS;0;66,6;N
01;05/01/2006;61;000008;VTA. DE REPUESTOS;0;58,85;N
01;09/01/2006;61;000009;VTA. DE REPUESTOS;0;6;N
01;09/01/2006;61;000010;VTA. DE REPUESTOS;0;176,01;N
01;09/01/2006;61;000011;VTA. DE REPUESTOS;0;144,19;N
01;10/01/2006;61;000012;VTA. DE REPUESTOS;0;86,91;N
01;12/01/2006;61;000013;VTA. DE REPUESTOS;0;15,04;N
01;11/01/2006;61;000014;VTA. DE REPUESTOS;0;72,7;N
01;12/01/2006;61;000015;VTA. DE REPUESTOS;0;71,7;N
01;13/01/2006;61;000016;VTA. DE REPUESTOS;0;30,54;N
01;13/01/2006;61;000017;VTA. DE REPUESTOS;0;6,29;N
01;13/01/2006;61;000018;VTA. DE REPUESTOS;0;36,93;N
01;17/01/2006;61;000019;VTA. DE REPUESTOS;0;10,2;N
01;17/01/2006;61;000020;VTA. DE REPUESTOS;0;15,83;N
01;18/01/2006;61;000021;VTA. DE REPUESTOS;0;106,63;N
01;18/01/2006;61;000022;VTA. DE REPUESTOS;0;17,39;N
01;19/01/2006;61;000023;VTA. DE REPUESTOS;0;75,36;N
01;19/01/2006;61;000024;VTA. DE REPUESTOS;0;165,8;N
01;17/01/2006;62;000002;VTA. DE REPUESTOS;0;40;N
01;20/01/2006;62;000003;VTA. DE REPUESTOS;0;25,5;N
01;20/01/2006;62;000004;VTA. DE REPUESTOS;0;43;N
01;20/01/2006;62;000005;VTA. DE REPUESTOS;0;76,53;N
01;20/01/2006;61;000025;VTA. DE REPUESTOS;0;1,42;N
01;23/01/2006;62;000006;REPARACION DE MAQUINA DE EMBUTIDOS;172,5;49,01;S
01;02/01/2006;61;000026;VTA. DE REPUESTOS;0;172,83;N
01;02/01/2006;61;000027;VTA. DE REPUESTOS;0;133,32;N
01;10/01/2006;61;000028;VTA. DE REPUESTOS;0;62,07;N
01;18/01/2006;61;000029;VTA. DE REPUESTOS;0;1010,07;N
01;19/01/2006;61;000030;VTA. DE REPUESTOS;0;30,54;N
01;20/01/2006;61;000031;VTA. DE REPUESTOS;0;172,7;N
01;23/01/2006;61;000032;VTA. DE REPUESTOS;0;137,94;N
01;23/01/2006;61;000033;VTA. DE REPUESTOS;0;98,07;N
01;23/01/2006;61;000034;VTA. DE REPUESTOS;0;64,28;N
01;23/01/2006;61;000035;VTA. DE REPUESTOS;0;30;N
01;24/01/2006;61;000036;VTA. DE REPUESTOS;0;46,3;N
01;24/01/2006;61;000037;VTA. DE REPUESTOS;0;7,76;N
01;25/01/2006;61;000038;VTA. DE REPUESTOS;0;9,2;N
01;25/01/2006;61;000039;VTA. DE REPUESTOS;0;31,17;N
01;24/01/2006;61;000040;VTA. DE REPUESTOS;0;4,45;N
01;26/01/2006;61;000041;VTA. DE REPUESTOS;0;239,45;N
01;26/01/2006;61;000042;VTA. DE REPUESTOS;0;21,09;N
01;27/01/2006;61;000043;VTA. DE REPUESTOS;0;10,1;N
01;27/01/2006;61;000044;VTA. DE REPUESTOS;0;340,84;N
01;30/01/2006;61;000045;VTA. DE REPUESTOS;0;9,7;N
01;30/01/2006;61;000046;VTA. DE REPUESTOS;0;20,39;N
01;31/01/2006;61;000047;VTA. DE REPUESTOS;0;43,76;N
01;31/01/2006;61;000048;VTA. DE REPUESTOS;0;38,44;N
01;31/01/2006;61;000049;VTA. DE REPUESTOS;0;40,75;N
01;01/02/2006;61;000050;VTA. DE REPUESTOS;0;35,03;N
01;02/02/2006;61;000051;VTA. DE REPUESTOS;0;10,31;N
01;02/02/2006;61;000052;VTA. DE REPUESTOS;0;2,55;N
01;03/02/2006;61;000053;VTA. DE REPUESTOS;0;7,49;N
01;03/02/2006;61;000054;VTA. DE REPUESTOS;0;12,54;N
01;06/02/2006;61;000055;VTA. DE REPUESTOS;0;126,26;N
01;06/02/2006;61;000056;VTA. DE REPUESTOS;0;24;N
01;06/02/2006;61;000057;VTA. DE REPUESTOS;0;122,52;N
01;07/02/2006;61;000058;VTA. DE REPUESTOS;0;169,5;N
01;07/02/2006;61;000059;VTA. DE REPUESTOS;0;60;N
01;09/02/2006;61;000060;VTA. DE REPUESTOS;0;49,99;N
01;09/02/2006;61;000061;VTA. DE REPUESTOS;0;96,82;N
01;09/02/2006;61;000062;VTA. DE REPUESTOS;0;6,27;N
01;09/02/2006;61;000063;VTA. DE REPUESTOS;0;25,78;N
01;10/02/2006;61;000064;VTA. DE REPUESTOS;0;18,2;N
01;10/02/2006;62;000007;VTA. DE REPUESTOS;0;60,65;N
01;10/02/2006;61;000065;VTA. DE REPUESTOS;0;51,02;N
01;10/02/2006;61;000066;VTA. DE REPUESTOS;0;19,5;N
01;10/02/2006;61;000067;VTA. DE REPUESTOS;0;30,66;N
01;14/02/2006;61;000068;VTA. DE REPUESTOS;0;1030,51;N
01;15/02/2006;61;000069;VTA. DE REPUESTOS;0;954,93;N
01;14/02/2006;61;000070;VTA. DE REPUESTOS;0;3,28;N
01;14/02/2006;61;000071;VTA. DE REPUESTOS;0;45,2;N
01;14/02/2006;61;000072;VTA. DE REPUESTOS;0;22,7;N
01;14/02/2006;61;000073;VTA. DE REPUESTOS;0;7;N
01;27/02/2006;61;000074;VTA. DE REPUESTOS;0;11,4;N
01;16/02/2006;61;000075;VTA. DE REPUESTOS;0;3,49;N
01;16/02/2006;61;000076;VTA. DE REPUESTOS;0;20,44;N
01;17/02/2006;61;000077;VTA. DE REPUESTOS;0;149,4;N
01;17/02/2006;61;000078;VTA. DE REPUESTOS;0;9,7;N
01;20/02/2006;61;000079;VTA. DE REPUESTOS;0;165,24;N
01;20/02/2006;61;000080;VTA. DE REPUESTOS;0;21,3;N
01;20/02/2006;61;000081;VTA. DE REPUESTOS;0;13,15;N
01;20/02/2006;61;000082;VTA. DE REPUESTOS;0;61,49;N
01;20/02/2006;61;000083;VTA. DE REPUESTOS;0;9,58;N
01;20/02/2006;61;000084;VTA. DE REPUESTOS;0;17,3;N
01;21/02/2006;61;000085;VTA. DE REPUESTOS;0;262,66;N
01;21/02/2006;61;000086;VTA. DE REPUESTOS;0;91,89;N
01;14/02/2006;61;000087;VTA. DE REPUESTOS;0;17,96;N
01;22/02/2006;61;000088;VTA. DE REPUESTOS;0;55,34;N
01;22/02/2006;61;000089;VTA. DE REPUESTOS;0;35,69;N
01;22/02/2006;61;000090;VTA. DE REPUESTOS;0;82,91;N
01;22/02/2006;61;000091;VTA. DE REPUESTOS;0;12,39;N
01;22/02/2006;61;000092;VTA. DE REPUESTOS;0;47,04;N
01;22/02/2006;61;000093;VTA. DE REPUESTOS;0;14,11;N
01;22/02/2006;61;000094;VTA. DE REPUESTOS;0;-28,08;N
01;23/02/2006;61;000095;VTA. DE REPUESTOS;0;11,85;N
01;23/02/2006;61;000096;VTA. DE REPUESTOS;0;63,31;N
01;27/02/2006;61;000097;VTA. DE REPUESTOS;0;10,2;N
01;23/02/2006;61;000098;VTA. DE REPUESTOS;0;55,17;N
01;23/02/2006;61;000099;VTA. DE REPUESTOS;0;40,85;N
01;23/02/2006;61;000100;VTA. DE REPUESTOS;0;27,72;N
01;23/02/2006;61;000101;VTA. DE REPUESTOS;0;162,05;N
01;24/02/2006;61;000102;VTA. DE REPUESTOS;0;42,63;N
01;27/02/2006;61;000103;VTA. DE REPUESTOS;0;117,6;N
01;27/02/2006;61;000104;VTA. DE REPUESTOS;0;39,62;N
01;27/02/2006;61;000105;VTA. DE REPUESTOS;0;72,29;N
01;27/02/2006;61;000106;VTA. DE REPUESTOS;0;26,74;N
01;27/02/2006;61;000107;VTA. DE REPUESTOS;0;13,69;N
01;27/02/2006;61;000108;VTA. DE REPUESTOS;0;54,16;N
01;27/02/2006;61;000109;VTA. DE REPUESTOS;0;127,36;N
01;23/02/2006;62;000008;VTA. DE REPUESTOS;0;18,19;N
01;27/02/2006;62;000009;VTA. DE REPUESTOS;0;149,49;N
01;27/02/2006;62;000010;VTA. DE REPUESTOS;0;17;N
01;03/02/2006;62;000011;VTA. DE REPUESTOS;0;10;N
01;02/03/2006;61;000110;VTA. DE REPUESTOS;0;49,99;N
01;02/03/2006;61;000111;VTA. DE REPUESTOS;0;28,27;N
01;27/02/2006;62;000013;VTA. DE REPUESTOS;0;17,04;N
01;03/03/2006;61;000112;VTA. DE REPUESTOS;0;640,2;N
01;03/03/2006;61;000113;VTA. DE REPUESTOS;0;51,06;N
01;03/03/2006;61;000114;VTA. DE REPUESTOS;0;56,44;N
01;06/03/2006;61;000115;VTA. DE REPUESTOS;0;103,19;N
01;16/02/2006;62;000012;VTA. DE REPUESTOS;0;42,32;N
01;06/03/2006;61;000116;VTA. DE REPUESTOS;0;201,6;N
01;01/03/2006;61;000117;VTA. DE REPUESTOS;0;76,92;N
01;06/03/2006;61;000119;VTA. DE REPUESTOS;0;4;N
01;06/03/2006;61;000120;VTA. DE REPUESTOS;0;505,35;N
01;07/03/2006;61;000121;VTA. DE REPUESTOS;0;62;N
01;07/03/2006;61;000122;VTA. DE REPUESTOS;0;23,12;N
01;07/03/2006;62;000014;VTA. DE REPUESTOS;0;319,52;N
01;01/03/2006;61;000123;VTA. DE REPUESTOS;0;2,55;N
01;02/03/2006;61;000124;VTA. DE REPUESTOS;0;10,44;N
01;01/03/2006;61;000125;VTA. DE REPUESTOS;0;7,78;N
01;01/03/2006;61;000126;VTA. DE REPUESTOS;0;11,74;N
01;01/03/2006;62;000015;VTA. DE REPUESTOS;0;95,24;N
01;08/03/2006;61;000127;VTA. DE REPUESTOS;0;7,6;N
01;05/03/2006;61;000128;VTA. DE REPUESTOS;0;73,6;N
01;05/03/2006;61;000129;VTA. DE REPUESTOS;0;21,56;N
01;05/03/2006;61;000130;VTA. DE REPUESTOS;0;37,93;N
01;08/03/2006;61;000131;VTA. DE REPUESTOS;0;50,91;N
01;08/03/2006;61;000132;VTA. DE REPUESTOS;0;9,36;N
01;08/03/2006;61;000133;VTA. DE REPUESTOS;0;136;N
01;09/03/2006;61;000134;VTA. DE REPUESTOS;0;10,2;N
01;10/03/2006;62;000016;VTA. DE REPUESTOS;0;9,99;N
01;10/03/2006;61;000135;VTA. DE REPUESTOS;0;6,73;N
01;10/03/2006;61;000136;VTA. DE REPUESTOS;0;3,39;N
01;10/03/2006;61;000137;VTA. DE REPUESTOS;0;5,65;N
01;10/03/2006;61;000138;VTA. DE REPUESTOS;0;1,74;N
01;10/03/2006;61;000139;VTA. DE REPUESTOS;0;11,7;N
01;10/03/2006;61;000140;VTA. DE REPUESTOS;0;202,35;N
01;06/03/2006;62;000017;VTA. DE REPUESTOS;0;164,6;N
01;13/03/2006;61;000141;VTA. DE REPUESTOS;0;32,77;N
01;14/03/2006;61;000142;VTA. DE REPUESTOS;0;32,55;N
01;15/03/2006;62;000018;VTA. DE REPUESTOS;0;35,02;N
01;15/03/2006;61;000143;VTA. DE REPUESTOS;0;95,6;N
01;16/03/2006;61;000144;VTA. DE REPUESTOS;0;103,24;N
01;16/03/2006;61;000145;VTA. DE REPUESTOS;0;12,67;N
01;15/03/2006;61;000146;VTA. DE REPUESTOS;0;2,4;N
01;14/03/2006;61;000147;VTA. DE REPUESTOS;0;3;N
01;14/03/2006;61;000148;VTA. DE REPUESTOS;0;20,75;N
01;15/03/2006;61;000149;VTA. DE REPUESTOS;0;2,4;N
01;13/03/2006;61;000150;VTA. DE REPUESTOS;0;12,75;N
01;14/03/2006;61;000151;VTA. DE REPUESTOS;0;3;N
01;16/03/2006;61;000152;VTA. DE REPUESTOS;0;10,46;N
01;16/03/2006;61;000153;VTA. DE REPUESTOS;0;53,67;N
01;17/03/2006;61;000154;VTA. DE REPUESTOS;0;217,06;N
01;17/03/2006;61;000155;VTA. DE REPUESTOS;0;3,96;N
01;17/03/2006;61;000156;VTA. DE REPUESTOS;0;9,24;N
01;20/03/2006;61;000157;VTA. DE REPUESTOS;0;25,46;N
01;20/03/2006;61;000158;VTA. DE REPUESTOS;0;60,76;N
01;20/03/2006;61;000159;VTA. DE REPUESTOS;0;157,54;N
01;20/03/2006;61;000160;VTA. DE REPUESTOS;0;4,88;N
01;20/03/2006;61;000161;VTA. DE REPUESTOS;0;2,28;N
01;21/03/2006;61;000162;VTA. DE REPUESTOS;0;2,55;N
01;21/03/2006;61;000163;VTA. DE REPUESTOS;0;254,44;N
01;21/03/2006;61;000164;VTA. DE REPUESTOS;0;1,51;N
01;21/03/2006;61;000165;VTA. DE REPUESTOS;0;35,76;N
01;09/03/2006;61;000166;VTA. DE REPUESTOS;0;0,95;N
01;21/03/2006;61;000167;VTA. DE REPUESTOS;0;17,71;N
01;10/03/2006;61;000168;VTA. DE REPUESTOS;0;4;N
01;23/03/2006;61;000169;VTA. DE REPUESTOS;0;607,5;N
01;23/03/2006;62;000019;VTA. DE REPUESTOS;0;37,61;N
01;23/03/2006;61;000170;VTA. DE REPUESTOS;0;88,25;N
01;22/03/2006;61;000171;VTA. DE REPUESTOS;0;179,43;N
01;24/03/2006;61;000172;VTA. DE REPUESTOS;0;30;N
