NUMTAR;CODALM;CODPDT;DESPDT;DOCFEC;DOCSER;DOCNUM;CANFACT;CANREAL;DTOMAT;CODMOD;PORIMP;PORREC;PVP;LINMATE;MARCA
01;01;4738-BF7753;FILTRO GASOIL;15/03/2007;71;000276;1;1;20;01;16;4;18,54;00005;N
01;01;1004043;CANTONERA;14/03/2007;71;000277;2;2;0;01;16;4;175,88;00005;N
01;01;1099230;CUCHILLA;14/03/2007;71;000277;2;2;0;01;16;4;403,84;00010;N
01;01;5P8823;TORNILLO CUCHILLA;14/03/2007;71;000277;12;12;0;01;16;4;6,05;00015;N
01;01;1852-2630;CONS. LATIGUILLO R1AT 1/2 A 430 MM.;15/03/2007;71;000278;1;1;20;01;16;4;9,75;00005;N
01;01;4903-87359;BATERIA 180 AH HELLA REFORZADA DCH.;14/03/2007;71;000279;1;1;15;01;16;4;147;00005;N
01;01;639-04-04;ADAPTADOR MACHO-MACHO 1/4;16/03/2007;71;000280;1;1;20;01;16;4;0,85;00005;N
01;01;697-4-4;ARANDELA METAL GOMA 1/4;16/03/2007;71;000280;1;1;20;01;16;4;0,23;00010;N
01;01;4903-N170;BATERIA 180 AH +D;16/03/2007;71;000281;1;1;20;01;16;4;94,5;00005;N
01;01;4903-N171;BATERIA 180 AH +I;16/03/2007;71;000281;1;1;20;01;16;4;94,5;00010;N
01;01;2.5X7;TORICA NITRILO;20/03/2007;71;000282;2;2;20;01;16;4;0,7;00005;N
01;01;3.53X31.34;TORICA NITRILO;20/03/2007;71;000283;4;4;15;01;16;4;2,66;00005;N
01;01;1852-001;ADAPTADOT MACHO-T.L. MANGUERA AGUA;16/03/2007;71;000284;1;1;0;01;16;4;9,5;00005;N
01;01;1063-16X24;MANGUERA ACEITE HYDRO´K;01/03/2007;72;000046;10;10;15;;;;5,42;00005;N
01;01;2.62X48.90;TORICA NITRILO;12/03/2007;71;000285;2;2;20;01;16;4;1,61672;00005;N
01;01;1852-2634;CONS. LATIGUILLO R2AT 1/2 A 700 MM.;14/03/2007;71;000286;1;1;15;01;16;4;15,36;00005;N
01;01;4740-19500;ACEITE NEUMATICO N-15 / B.5L;06/03/2007;72;000042;4;4;20;;;;18,24;00015;N
01;01;1852-2636;REMETER LATIGUILLO 4SP 1";15/03/2007;71;000287;1;1;15;01;16;4;13,87;00005;N
01;01;4903-BSX148;JUEGO ESCOBILLAS;15/03/2007;71;000288;1;1;20;01;16;4;20,15;00005;N
01;01;1852-2633;CONS. LATIGUILLO R2AT 3/8 A 5000 MM.;16/03/2007;71;000289;1;1;0;01;16;4;41,75;00005;N
01;01;THG-6;TAPON HEMBRA;16/03/2007;71;000289;1;1;0;01;16;4;1,56;00010;N
01;01;12510-12-12;ESPIGA RECTA  JIC 3/4;19/03/2007;71;000290;3;3;20;01;16;4;2,92;00005;N
01;01;22511-12-12;ESPIGA RECTA T.L. JIC 3/4-1-1/16;19/03/2007;71;000290;1;1;20;01;16;4;3,48;00010;N
01;01;20511-06-06;ESPIGA RECTA T.L. BSP 3/8;19/03/2007;71;000290;1;1;20;01;16;4;1,13;00015;N
01;01;682-02-06;REDUCCION MACHO-HEMBRA 1/8 - 3/8;19/03/2007;71;000290;1;1;20;01;16;4;1,18;00020;N
01;01;1852-2635;CONS. LATIGUILLO R1AT 1/2 A 1050 MM.;20/03/2007;71;000291;1;1;0;01;16;4;14,35;00005;N
01;01;1852-2616;CONS. LATIGUILLO 4SP 3/4 A 460 MM.;07/03/2007;71;000292;1;1;20;01;16;4;34,86;00005;N
01;01;23811-06-06;ESPIGA RECTA T.L. S. JAPONESA 3/8;07/03/2007;71;000293;1;1;20;01;16;4;1,61;00005;N
01;01;636-6-6;MACHO FIJO-HEMBRA LOCA BSP;01/03/2007;71;000294;1;1;0;01;16;4;2,11;00005;N
01;01;697-6-6;ARANDELA METAL GOMA 3/8;01/03/2007;71;000294;4;4;0;01;16;4;0,27;00010;N
01;01;661-06-06;ADAPTADOR MACHO-HEMBRA FIJA;01/03/2007;71;000294;1;1;0;01;16;4;1,28;00015;N
01;01;1.78X17.17;TORICA NITRILO;01/03/2007;71;000294;2;2;0;01;16;4;0,92556;00020;N
01;01;3.53X15.47;TORICA NITRILO;01/03/2007;71;000294;2;2;0;01;16;4;1,02;00025;N
01;01;3.53X17.04;TORICA NITRILO;01/03/2007;71;000294;1;1;0;01;16;4;1,02;00030;N
01;01;1852-2632;CONS. LATIGUILLO 4SP 1/2 A 530 MM.;15/03/2007;71;000295;2;2;15;01;16;4;19,75;00005;N
01;01;552.372;RASCADOR 25 X 35 X 7/10;20/03/2007;71;000296;4;4;15;01;16;4;1,75;00005;N
01;01;498.113;JUNTA VASTAGO 25 X 33 X 6;20/03/2007;71;000296;4;4;15;01;16;4;4,62;00010;N
01;01;424.473;EMPAQUETADURA  40 X 32 X 9 X 21;20/03/2007;71;000296;4;4;15;01;16;4;16,3;00015;N
01;01;3.53X32.92;TORICA NITRILO;20/03/2007;71;000296;0;0;15;01;16;4;2,2538;00020;N
01;01;498.105;JUNTA VASTAGO 22 X 30 X 6;20/03/2007;71;000296;10;10;15;01;16;4;5,5;00025;N
01;01;413.254;EMPAQUETADURA 32 X 40 X 9 X 21;20/03/2007;71;000296;10;10;15;01;16;4;9;00030;N
01;01;2X16;TORICA NITRILO;20/03/2007;71;000296;10;10;15;01;16;4;0,9;00035;N
01;01;3X34;TORICA NITRILO;20/03/2007;71;000296;10;10;15;01;16;4;1,11187;00040;N
01;01;7622-08-08;ENCHUFE RAPIDO PARTE MACHO 1/2;01/03/2007;71;000297;1;1;20;01;16;4;5;00005;N
01;01;808-16-16;CODO 90º MACHO-H.LOCA JIC;01/03/2007;71;000297;1;1;20;01;16;4;20;00010;N
01;01;039095;ADAPTADOR M-M BSP-METRICO;01/03/2007;71;000297;2;2;20;01;16;4;3,5;00015;N
01;01;1470-028306;TAPON MACHO ROSCA METRICA 18-150;01/03/2007;71;000297;1;1;20;01;16;4;4,34;00020;N
01;01;728-6-8;CODO ORIENTABLE BSP-JIC;01/03/2007;71;000297;1;1;20;01;16;4;7,83;00025;N
01;01;4250-16;MANGUERA R12 1";01/03/2007;71;000297;2;2;20;01;16;4;32,66;00030;N
01;01;672-38-17;TORNILLO HUECO BSP;01/03/2007;71;000297;1;1;20;01;16;4;1,28;00035;N
01;01;CMHG-04-04;MACHO FIJO-HEMBRA LOCA BSP;01/03/2007;71;000297;1;1;20;01;16;4;3,39;00040;N
01;01;691-4-4;CODO MACHO-H.LOCA BSP;01/03/2007;71;000297;1;1;20;01;16;4;4,53;00045;N
01;01;728-6-8;CODO ORIENTABLE BSP-JIC;01/03/2007;71;000297;1;1;20;01;16;4;10,31;00050;N
01;01;1852-2639;CONS. LATIGUILLO R2AT 1/2 A 1550 MM.;20/03/2007;72;000047;1;1;20;;;;30,96;00005;N
01;01;1852-2642;CONS. LATIGUILLO 4SP 3/4 A 4600 MM.;20/03/2007;71;000298;1;1;15;01;16;4;88,85;00005;N
01;01;1852-2641;CONS. LATIGUILLO R2A 1" A 900 MM.;21/03/2007;71;000299;1;1;15;01;16;4;47,25;00005;N
01;01;1852-2640;CONS. LATIGUILLO R2AT 3/8 A 660 MM.;21/03/2007;71;000300;1;1;15;01;16;4;10,85;00005;N
01;01;639-02-02;ADAPTADOR MACHO-MACHO 1/8;21/03/2007;71;000300;1;1;15;01;16;4;1,45;00010;N
01;01;597-10-10;ARANDELA METAL GOMA M-10;21/03/2007;71;000300;1;1;15;01;16;4;0,38;00015;N
01;01;1063-32X43;MANGUERA ACEITE HYDRO´K    32 X 43;16/03/2007;71;000301;30;30;0;01;16;4;17,69;00005;N
01;01;4903-87359;BATERIA 180 AH HELLA REFORZADA IZQ;21/03/2007;71;000302;1;1;15;01;16;4;147;00005;N
01;01;NP-114;TUERCA EXAGONAL 1.1/4 UNC-7;14/03/2007;71;000303;12;12;0;01;16;4;4,55;00005;N
01;01;2.62X18.72;TORICA NITRILO;22/03/2007;71;000304;30;30;0;01;16;4;1;00005;N
01;01;ALQUILER DP25;ALQUILER CARRETILLA CAT DP 25;13/03/2007;71;000305;3,5;3,5;0;01;16;4;55;00005;N
01;01;4903-SDR2003;MOTOR ARRANQUE CAT 980 G  ( MT42 );21/03/2007;71;000306;1;1;20;01;16;4;390,625;00005;N
01;01;4H7869;JUNTA MOTOR ARRANQUE;21/03/2007;71;000306;1;1;0;01;16;4;4,32;00010;N
01;01;4928-1610882;CERRADURA;23/01/2007;71;000307;1;1;0;01;16;4;86,25;00005;N
01;01;4928-11006991;PORTA CERRADURA;23/01/2007;71;000307;1;1;0;01;16;4;42,57;00010;N
01;01;1852-2643;CONS. LATIGUILLO R2AT 3/4 A 700 MM.;21/03/2007;72;000048;1;1;20;;;;31,87;00005;N
01;01;1852-2644;REMETER LATIGUILLO R2AT 3/4;21/03/2007;72;000048;1;1;20;;;;7,85;00010;N
01;01;1852-2645;CONS. LATIGUILLO R2AT 3/4 A 850 MM.;21/03/2007;72;000049;2;2;20;;;;25,66;00005;N
01;01;1852-2646;CONS. LATIGUILLO R2AT 3/4 A 2950 MM.;21/03/2007;72;000049;1;1;20;;;;53,87;00010;N
01;01;4738-B76;FILTRO ACEITE MOTOR;21/03/2007;71;000308;2;2;0;01;16;4;45,06;00005;N
01;01;4738-B7685;FILTRO ACEITE BYPASS;21/03/2007;71;000308;1;1;0;01;16;4;27,76;00010;N
01;01;4738-BF7653;FILTRO GASOIL;21/03/2007;71;000308;1;1;0;01;16;4;11,04;00015;N
01;01;4738-IH9610;FILTRO REBOSE;21/03/2007;71;000308;1;1;0;01;16;4;85,12;00020;N
01;01;12510-12-12;ESPIGA RECTA  JIC 3/4;22/03/2007;72;000050;1;1;15;;;;2,92;00005;N
01;01;22511-06-06;ESPIGA RECTA T.L. JIC 3/8;22/03/2007;72;000050;1;1;15;;;;1,23;00010;N
01;01;22591-12-12;ESPIGA 90º T.L. JIC 3/4;22/03/2007;72;000050;3;3;15;;;;7,2;00015;N
01;01;10710-8;ANILLO DESLIZANTE;22/03/2007;72;000050;1;1;15;;;;0,4;00020;N
01;01;10010-12-12;ESPIGA SOLDABLE 3/4;22/03/2007;72;000050;1;1;15;;;;1,75;00025;N
01;01;1852-2647;CONS. LATIGUILLO R1AT 1/4 A 1530 MM.;22/03/2007;72;000051;1;1;20;;;;17,5;00005;N
01;01;1741497;MOTOR VENTILADOR CALEFACION REPARADO;14/03/2007;71;000309;1;1;0;01;16;4;200;00005;N
01;01;1852-2649;CONS. LATIGUILLO R1AT 1/4 A 12000 MM.;23/03/2007;71;000310;1;1;0;01;16;4;69,35;00005;N
01;01;4903-CK3100;MANOS LIBRE PARROT CON PANTALLA;20/03/2007;72;000052;1;1;0;;;;97,05;00005;N
01;01;4903-1157/2;CONECTOR CIT/PEU;20/03/2007;72;000052;1;1;0;;;;14,95;00010;N
01;01;4903-2537070J00;INTERRUPTOR FARO;06/03/2007;71;000311;1;1;0;01;16;4;29,7;00005;N
01;01;4903-MTSR3215;ARMARIO METALICO;06/03/2007;71;000311;1;1;0;01;16;4;36,33;00010;N
01;01;4903-25560C8166;MANDO DE LUCES NISAN;06/03/2007;71;000311;1;1;0;01;16;4;140,15;00015;N
01;01;4922-015818M;COMPRESOR AIRE AC.;06/03/2007;71;000311;1;1;0;01;16;4;195;00020;N
01;01;4919-20E06K2220;INTERRUPTOR;06/03/2007;71;000311;1;1;0;01;16;4;50,06;00025;N
01;01;4903-935G7002D;MANDO COBRA 2 BOTONES;06/03/2007;71;000311;1;1;0;01;16;4;36,3;00030;N
01;01;4903-2537070J00;INTERRUPTOR FARO;06/03/2007;71;000311;1;1;0;01;16;4;31,25;00035;N
01;01;4740-13070;ACEITE DE DIRECCION;23/03/2007;71;000312;12;12;20;01;16;4;6,375;00005;N
01;01;4902-1;REPARACION DE SOPORTE AIRE ACONDICIONADO;06/03/2007;71;000311;1;1;30;01;16;4;32,85;00040;N
01;01;7621-12-12;ENCHUFE RAPIDO PARTE HEMBRA 3/4;22/03/2007;71;000313;1;1;20;01;16;4;32,81;00005;N
01;01;7621-16-16;ENCHUFE RAPIDO PARTE HEMBRA  1";22/03/2007;71;000313;1;1;20;01;16;4;54,76;00010;N
01;01;7622-12-12;ENCHUFE RAPIDO PARTE MACHO 3/4;22/03/2007;71;000313;2;2;20;01;16;4;15,58;00015;N
01;01;7622-16-16;ENCHUFE RAPIDO PARTE MACHO 1";22/03/2007;71;000313;2;2;20;01;16;4;25,04;00020;N
01;01;697-12-12;ARANDELA METAL GOMA 3/4;22/03/2007;71;000313;1;1;20;01;16;4;0,38;00025;N
01;01;697-16-16;ARANDELA METAL GOMA 1";22/03/2007;71;000313;1;1;20;01;16;4;0,75;00030;N
01;01;09FCG6-M5;RACOR EN CODO MICRO 6 X 45;26/03/2007;71;000314;1;1;0;01;16;4;3,61;00005;N
01;01;A-41;CORREA;22/03/2007;71;000315;1;1;20;01;16;4;8,3;00005;N
01;01;4207-12-175X30;TORNILLO ACERO ALLEN;22/03/2007;71;000315;2;2;20;01;16;4;0,21;00010;N
01;01;4903-57524;BATERIA 75 AH +D;22/03/2007;71;000315;1;1;20;01;16;4;42;00015;N
01;01;RP027F30;ACEITE TRANSMISION TO-4 SAE 50;22/03/2007;71;000315;25;25;20;01;16;4;2,77;00020;N
01;01;4903-87370;BATERIA 95 AH HELLA REFORZADA + DCH;26/03/2007;71;000316;1;1;20;01;16;4;106,5;00005;N
01;01;4900-10X100;ENGRASADORES;26/03/2007;71;000316;6;6;20;01;16;4;0,22;00010;N
01;01;4900-10X100-90;ENGRASADORES 90º;26/03/2007;71;000316;6;6;20;01;16;4;0,93157;00015;N
01;01;4903-57524;BATERIA 75 AH +D;26/03/2007;71;000316;-1;-1;20;01;16;4;42;00020;N
01;01;1852-2650;CONS. LATIGUILLO R1AT 3/8 A 440 MM.;26/03/2007;71;000317;1;1;20;01;16;4;7,65;00005;N
01;01;1852-2651;CONS. LATIGUILLO R2AT 1/2 A 1450 MM.;27/03/2007;71;000318;1;1;15;01;16;4;0;00005;N
01;01;1852-2652;REMETER LATIGUILLO R2AT 1/2;27/03/2007;71;000318;1;1;15;01;16;4;5,8;00010;N
01;01;8300-8-8;VALVULA 3 VIAS CIERRE ESFERICO;27/03/2007;72;000053;1;1;20;;;;43,28;00005;N
01;01;4901-LAM-PLA-24V;LAMPARA PLAFONIER 24V 5W 11;27/03/2007;72;000053;8;8;20;;;;0,3;00010;N
01;01;4915-502-181;ABRAZADERA PLASTICO 7,8;27/03/2007;72;000053;1;1;20;;;;26,25;00015;N
01;01;690-6-6;T H.LOCA LATERAL BSP;06/03/2007;72;000042;1;1;20;;;;5,59;00020;N
01;01;662-06-06;HEMBRA FIJA DOBLE RECTA;06/03/2007;72;000042;2;2;20;;;;2,2;00025;N
01;01;4903-54530;BATERIA 45 AH +D;27/03/2007;71;000319;1;1;20;01;16;4;28,75;00005;N
01;01;4C4782;CAJA JUNTAS TORICAS NITRILO;27/03/2007;71;000320;1;1;20;01;16;4;219,37;00005;N
01;01;1852-2655;CONS. LATIGUILLO R1AT 1/2 A 550 MM.;27/03/2007;71;000321;1;1;20;01;16;4;9,85;00005;N
01;01;1861-14-20;ARANDELA DE ALUMINIO;27/03/2007;71;000321;2;2;20;01;16;4;0,1202;00010;N
01;01;5T8739;CRUCETA 910;28/03/2007;72;000054;1;1;10;;;;86,15;00005;N
01;01;2.5X16;TORICA NITRILO;22/03/2007;71;000322;2;2;20;01;16;4;0,95;00005;N
01;01;3.53X23.39;TORICA NITRILO                         5H2767;22/03/2007;71;000322;1;1;20;01;16;4;1,35829;00010;N
01;01;1852-2657;CONS. LATIGUILLO R1AT 1/4 A 480 MM.;22/03/2007;71;000322;1;1;20;01;16;4;8,15;00015;N
01;01;3.53X177.39;TORICA NITRILO;28/03/2007;71;000324;1;1;15;01;16;4;2,94496;00005;N
01;01;3.53X183.74;TORICA NITRILO;28/03/2007;71;000324;1;1;15;01;16;4;2,95;00010;N
01;01;3.53X190.09;TORICA NITRILO;28/03/2007;71;000324;1;1;15;01;16;4;6,29;00015;N
01;01;3.53X25.80;TORICA NITRILO;28/03/2007;71;000324;4;4;15;01;16;4;1,35228;00020;N
01;01;3X36;TORICA NITRILO;28/03/2007;71;000325;3;3;0;01;16;4;1,478;00005;N
01;01;3X93;TORICA NITRILO;28/03/2007;71;000325;1;1;0;01;16;4;2,16364;00010;N
01;01;4906-104705;TUBERIA TECALAN 4 PARALELA;28/03/2007;71;000325;25;25;0;01;16;4;1,73;00015;N
01;01;3B4512;ARANDELA GROWER 3/4;29/03/2007;72;000055;6;6;10;;;;0,72121;00005;N
01;01;4206-3/4;TUERCA ACERO SAE 3/4;29/03/2007;72;000055;5;5;10;;;;0,27;00010;N
01;01;623.611;ANILLA SEGURIDAD AGUJERO 100;29/03/2007;71;000326;1;1;15;01;16;4;1,46;00005;N
01;01;4903-57524;BATERIA 75 AH +D;29/03/2007;71;000327;1;1;20;01;16;4;42;00005;N
01;01;4X228;TORICA NITRILO;27/03/2007;71;000328;1;1;0;01;16;4;7,16;00005;N
01;01;RP343G10;ACEITE HIDRAULICO EP 68;26/03/2007;71;000329;1;1;20;01;16;4;102;00005;N
01;01;4903-P65;ESCOBILLAS LIMPIA PARABRISAS;29/03/2007;71;000330;1;1;20;01;16;4;24,1;00005;N
01;01;1852-2658;CONS. LATIGUILLO 4SH 1.1/2 A 1190 MM.;29/03/2007;71;000330;1;1;20;01;16;4;175,8;00010;N
01;01;10510-12-16;ESPIGA RECTA BSP 3/4-1;29/03/2007;71;000331;1;1;0;01;16;4;8,45;00005;N
01;01;10510-16-16;ESPIGA RECTA BSP 1";29/03/2007;71;000331;1;1;0;01;16;4;6,53;00010;N
01;01;697-12-12;ARANDELA METAL GOMA 3/4;29/03/2007;71;000331;1;1;0;01;16;4;0,38;00015;N
01;01;697-16-16;ARANDELA METAL GOMA 1";29/03/2007;71;000331;1;1;0;01;16;4;0,75;00020;N
01;01;1852-2661;CONS. LATIGUILLO R2AT 3/8 A 650 MM.;30/03/2007;71;000332;1;1;20;01;16;4;10,45;00005;N
01;01;1852-2662;CONS. LATIGUILLO R2AT 3/8 A 450 MM.;30/03/2007;71;000332;1;1;20;01;16;4;8,8;00010;N
01;01;1852-2663;SOLDAR ESPIGA ATUBO HIERRO;30/03/2007;71;000332;2;2;20;01;16;4;4,5;00015;N
01;01;RP037M30;ACEITE MOTOR 15 W 40;29/03/2007;71;000333;10;10;0;01;16;4;2,18;00005;N
01;01;9137521700;TUBO HIDRAULICO RETORNO;30/03/2007;71;000334;1;1;0;01;16;4;195,2;00005;N
01;01;4738-IH9480;FILTRO HIDRAULICO LINDE 0009830601;30/03/2007;71;000335;1;1;20;01;16;4;32,61;00005;N
01;01;4738-12230;FILTRO AIRE LINDE;30/03/2007;71;000335;1;1;20;01;16;4;12,69;00010;N
01;01;4738-IH1331;FILTRO HIDRAULICO 0009839303;30/03/2007;71;000335;1;1;20;01;16;4;49,77;00015;N
01;01;7X2686;KIT EMPAQUETADURAS BOTELLA VOLTEO 936;30/03/2007;71;000335;1;1;0;01;16;4;154,7;00020;N
01;01;1852-2664;CONS. LATIGUILLO R2AT 3/8 A 1250 MM.;30/03/2007;71;000336;2;2;15;01;16;4;16,45;00005;N
01;01;697-6-6;ARANDELA METAL GOMA 3/8;30/03/2007;71;000336;2;2;15;01;16;4;0,28;00010;N
01;01;3.53X78.97;TORICA NITRILO;02/04/2007;71;000337;1;1;20;01;16;4;2,28;00005;N
01;01;1063-16X24;MANGUERA ACEITE HYDRO´K;02/04/2007;71;000338;0,75;0,75;20;01;16;4;5,45;00005;N
01;01;1852-2656;CONS. LATIGUILLO ACERO INOXIDABLE 1/2 A 280 M;28/03/2007;71;000339;1;1;0;01;16;4;22,58;00010;N
01;01;09PREG6-1/4;MICOREGULADOR;28/03/2007;71;000339;1;1;0;01;16;4;14,56;00015;N
01;01;1852-2659;CONS. LATIGU SEGUN MUESTRA ACERO INOXI A 350;28/03/2007;71;000339;2;2;0;01;16;4;25,12;00020;N
01;01;1852-2660;CONS. LATIGU. SEGUN MUESTRA ACERO INOX. 290MM;28/03/2007;71;000339;2;2;0;01;16;4;22,36;00025;N
01;01;1852-2665;CONS. LATIGUILLO R1AT 3/4 A 620 MM.;02/04/2007;71;000340;1;1;20;01;16;4;20,7;00005;N
01;01;638-12-16;ADAPTADOR MACHO-MACHO 3/4-1;02/04/2007;71;000340;1;1;20;01;16;4;4,4;00010;N
01;01;697-16-16;ARANDELA METAL GOMA 1";02/04/2007;71;000340;1;1;20;01;16;4;0,73;00015;N
01;01;4915-089360;ELIMINACION OXIDO DE CONCTATOS 200 ML.;02/04/2007;71;000340;1;1;20;01;16;4;26;00020;N
01;01;09NRB4M/4;ENCHUFE RAPIDO MACHO-MACHO 1/4 AIRE;02/04/2007;72;000056;1;1;15;;;;2,44;00005;N
01;01;638-06-08;ADAPTADOR MACHO-MACHO 3/8-1/2;06/03/2007;72;000042;6;6;20;;;;1,35;00030;N
01;01;662-06-06;HEMBRA FIJA DOBLE RECTA;06/03/2007;72;000042;2;2;20;;;;2,2;00035;N
01;01;639-08-08;ADAPTADOR MACHO-MACHO 1/2;06/03/2007;72;000042;1;1;20;;;;1,83;00040;N
01;01;4903-BSX12;JUEGO ESCOBILLAS;06/03/2007;71;000311;1;1;0;01;16;4;4,5;00045;N
01;01;4903-2301;INTERRUPTOR STOP;06/03/2007;71;000311;1;1;0;01;16;4;3,25;00050;N
01;01;4903-030145;AVISADOR MARCHA ATRAS 97 DB;06/03/2007;71;000311;1;1;0;01;16;4;21;00055;N
01;01;4922-R134A;GAS ECOLOGICO R 134;06/03/2007;71;000311;12;12;0;01;16;4;6,8;00060;N
01;01;690-8-8;T H.LOCA LATERAL BSP;02/04/2007;71;000341;1;1;20;01;16;4;11,81;00005;N
01;01;1.78X35.05;TORICA NITRILO;02/04/2007;72;000057;2;2;0;;;;1,05;00005;N
01;01;662-08-08;HEMBRA FJA DOBLE RECTA;01/03/2007;72;000058;2;2;20;;;;2,34;00005;N
01;01;662-06-06;HEMBRA FIJA DOBLE RECTA;01/03/2007;72;000058;1;1;20;;;;2,2;00010;N
01;01;728-4-6;CODO ORIENTABLE BSP-JIC;06/02/2007;71;000342;1;1;20;01;16;4;7,83;00005;N
01;01;7622-08-08;ENCHUFE RAPIDO PARTE MACHO 1/2;06/02/2007;71;000342;1;1;20;01;16;4;5,22;00010;N
01;01;597-14-14;ARANDELA METAL GOMA M-14;03/04/2007;71;000343;2;2;20;01;16;4;0,37;00005;N
01;01;421.183;GOMA SINTETICA 2 MM.;01/03/2007;71;000344;0,06;0,06;15;01;16;4;100;00005;N
01;01;1852-2667;CONS. ADAPTADOR M-M BSP-ORFS 3/4-3/4;03/04/2007;72;000059;1;1;15;;;;15,67;00005;N
01;01;1852-2668;CONS. ADAPTADOR M-M BSP-ORFS 3/4-1";03/04/2007;72;000059;1;1;15;;;;23,16;00010;N
01;01;697-12-12;ARANDELA METAL GOMA 3/4;03/04/2007;72;000059;2;2;15;;;;0,37;00015;N
01;01;1852-2671;CONS. LATIGUILLO 4SH 1.1/4 A 350 MM.;04/04/2007;71;000345;1;1;15;01;16;4;123,9;00005;N
01;01;3.53X47.22;TORICA NITRILO;04/04/2007;71;000345;5;5;15;01;16;4;1,45;00010;N
01;01;4202-8-125X70;TORNILLO ACERO;03/04/2007;71;000346;10;10;20;01;16;4;0,46;00005;N
01;01;4928-1542591;TAPON DEPOCITO EXPANSOR;03/04/2007;71;000346;2;2;0;01;16;4;25,98;00010;N
01;01;4316-5;HILO TORICO NITRILO MT.;04/04/2007;71;000347;1;1;20;01;16;4;6,82;00005;N
01;01;RP025X02;ACEITE FRENOS Y REDUCTORES;09/04/2007;71;000348;2;2;15;01;16;4;3,97;00005;N
01;01;1U3252;DIENTE PASADOR LATERAL LARGO;09/04/2007;71;000349;2;2;20;01;16;4;10,775;00005;N
01;01;8E6258;PASADOR;09/04/2007;71;000349;8;8;20;01;16;4;1;00010;N
01;01;8E6259;ARANDELA SUJECCION;09/04/2007;71;000349;8;8;20;01;16;4;1,5;00015;N
01;01;21613-12-30;ESPIGA RECTA T.L. S.PESADA 3/4;08/01/2007;71;000019;2;2;20;01;16;4;5,36;00005;N
01;01;2.62X44.12;TORICA NITRILO;09/04/2007;72;000060;2;2;15;;;;1,5446;00005;N
01;01;1852-2673;CONS. LATIGUILLO R2AT 1/2 A 450 MM.;09/04/2007;71;000350;1;1;20;01;16;4;15,18;00005;N
01;01;1852-2672;CONS. LATIGUILLO R2AT 3/4 A 2000 MM.;04/04/2007;71;000351;1;1;20;01;16;4;40,1;00005;N
01;01;1852-001;ADAPTADOT MACHO-T.L. MANGUERA AGUA;03/04/2007;71;000352;1;1;0;01;16;4;9,5;00005;N
01;01;TCL4500;BOBINA MECANICO PASTA 2/CARAS LISA;10/04/2007;71;000353;2;2;20;01;16;4;11,25;00005;N
01;01;1852-2675;CONS. LATIGUILLO R2AT 1/2 A 550 MM;10/04/2007;71;000354;1;1;15;01;16;4;14,58;00005;N
01;01;22511-06-08;ESPIGA RECTA T.L. JIC 3/8;10/04/2007;71;000355;1;1;20;01;16;4;1,57;00005;N
01;01;22413-08-08;ESPIGA RECTA T.L. ORFS 1/2;11/04/2007;71;000356;1;1;20;01;16;4;2,91;00005;N
01;01;4908-56-59;ABRAZADERA DE ALTA PRESION;12/04/2007;71;000357;2;2;20;01;16;4;2,4341;00005;N
01;01;4738-BC7173;FILTRO;12/04/2007;71;000358;2;2;20;01;16;4;14,28;00005;N
01;01;4738-BF790;FILTRO GASOIL;12/04/2007;71;000359;-1;-1;20;01;16;4;4,52;00005;N
01;01;4738-B178;FILTRO HIDRAULICO;12/04/2007;71;000359;-1;-1;20;01;16;4;6,2;00010;N
01;01;4738-BT536;FILTRO ACEITE LINDE;12/04/2007;71;000359;-1;-1;20;01;16;4;6,36;00015;N
01;01;1063-50X64;MANGUERA ACEITE HYDRO´K;12/04/2007;71;000360;0,15;0,15;20;01;16;4;29,3;00005;N
01;01;4908-60-63;ABRAZADERA DE ALTA PRESION;12/04/2007;71;000360;2;2;20;01;16;4;2,6144;00010;N
01;01;4738-B99;FLTRO ACEITE MOTOR;13/04/2007;71;000361;1;1;20;01;16;4;17,25;00005;N
01;01;4738-BF7587;FILTRO GASOIL;13/04/2007;71;000361;1;1;20;01;16;4;12,48;00010;N
01;01;4738-RS3510;FILTRO AIRE 1º;13/04/2007;71;000361;1;1;20;01;16;4;55,62;00015;N
01;01;4738-RS3511;FILTRO AIRE 2º;13/04/2007;71;000361;1;1;20;01;16;4;41,94;00020;N
01;01;4903-57524;BATERIA 75 AH +D;13/04/2007;72;000061;1;1;20;;;;42;00005;N
01;01;4903-030145;AVISADOR MARCHA ATRAS 97 DB;13/04/2007;71;000362;1;1;20;01;16;4;32,55;00005;N
01;01;1852-2679;CONS. LATIGUILLO R2AT 3/8 A 920 MM.;13/04/2007;72;000062;1;1;20;;;;16,75;00005;N
01;01;4903-054112;TURBINA UNIVERSAL;09/04/2007;71;000363;1;1;0;01;16;4;65,7;00005;N
01;01;4922-208013;ACEITE COMPRESOROS ESTER 1 LITRO;09/04/2007;71;000363;1;1;0;01;16;4;18,92;00010;N
01;01;4903-8EZ008021;ENCENDEDOR;09/04/2007;71;000363;1;1;0;01;16;4;9,49;00015;N
01;01;4922-1600002;TERMOSTATO CAPILAR DE;09/04/2007;71;000363;2;2;0;01;16;4;14,15;00020;N
01;01;4903-87370;BATERIA 95 AH HELLA REFORZADA + DCH;09/04/2007;71;000363;2;2;0;01;16;4;71;00025;N
01;01;4903-376;INTERRUPTOR REFORZADO;09/04/2007;71;000363;9;9;0;01;16;4;11,935;00030;N
