NUMTAR;CODALM;CODPDT;DESPDT;DOCFEC;DOCSER;DOCNUM;CANFACT;CANREAL;DTOMAT;CODMOD;PORIMP;PORREC;PVP;LINMATE;MARCA
01;01;26141;PUNTERO TIPO PILON STD. 501;16/12/1998;A8;000001;1;1;0;01;16;4;359,88605;00005;N
01;01;8S3970;PRECAMARA 3304-6;17/12/1998;A8;000003;5;5;0;01;16;4;56,79564;00005;N
01;01;7S3206;JUNTA TORICA;17/12/1998;A8;000003;2;2;0;01;16;4;6,31063;00010;N
01;01;1214038;ACEITE MOTOR CAT 15W-40 PASA A 3E9838;17/12/1998;A8;000004;37;37;0;01;16;4;3,00506;00005;N
01;01;53888;TORNILLO DE ACERO 1"X120;28/12/1998;A8;000005;3;3;0;01;16;4;16,00495;00005;N
01;01;21834;TUERCA  DE ACERO 1";28/12/1998;A8;000005;6;6;0;01;16;4;6,23851;00010;N
01;01;6F9163;JUNTA;09/12/1998;A8;000006;4;4;0;01;16;4;7,10396;00005;N
01;01;LATIGUILLO;REMETER LATIGUILLO 1/2;16/12/1998;A8;000007;1;1;0;01;16;4;8,71468;00005;N
01;01;LATIGUILLO;CONSTRUCCION LATIGUILLO R2A 3/4 2150MM;21/12/1998;A8;000008;2;2;0;01;16;4;46,87894;00005;N
01;01;LATIGUILLO;CONSTRUCCION LATIGUILLO DE R7 2460MM;30/12/1998;A8;000009;1;1;0;01;16;4;23,43947;00005;N
01;01;4V5388;PIÑON;28/01/1999;A9;000001;1;1;0;01;16;4;2632,1265;00005;N
01;01;4V5393;CORONA;28/01/1999;A9;000001;1;1;0;01;16;4;2837,49234;00010;N
01;01;5P5813;TUERCA;28/01/1999;A9;000001;1;1;0;01;16;4;61,17702;00015;N
01;01;4V7173;ARANDELA O CONTRATUERCA;28/01/1999;A9;000001;1;1;0;01;16;4;14,23197;00020;N
01;01;5K2595;RETEN CENTRO CRUCETA;28/01/1999;A9;000001;1;1;0;01;16;4;21,35997;00025;N
01;01;2K5109;JUNTA;28/01/1999;A9;000001;1;1;0;01;16;4;3,34163;00030;N
01;01;3J0634;TORICA NITRILO;28/01/1999;A9;000001;1;1;0;01;16;4;7,39245;00035;N
01;01;5M7329;JUNTA;28/01/1999;A9;000001;1;1;0;01;16;4;14,65268;00040;N
01;01;21159;TORNILLOS CHAPA DESGASTE DEL 250 Y 501;01/02/1999;A9;000002;4;4;0;01;16;4;4,61577;00005;N
01;01;24824;CERROJO DEL 501;01/02/1999;A9;000002;1;1;0;01;16;4;10,61387;00010;N
01;01;7046;PASADOR ELASTICO;01/02/1999;A9;000002;1;1;0;01;16;4;1,20202;00015;N
01;01;LATIGUILLO;CONSTRUC. LATIGUILLO 620 MM R7 1/4;19/01/1999;A9;000003;1;1;15;01;16;4;13,82328;00005;N
01;01;LATIGUILLO;CONSTRUCC. LATIGUILLO 970 MM R7 1/4;19/01/1999;A9;000003;1;1;15;01;16;4;16,22733;00010;N
01;01;LATIGUILLO;CONSTRUCC. LATIGUILLO 1460 MM R1T 3/8;19/01/1999;A9;000003;2;2;15;01;16;4;21,63644;00015;N
01;01;15HYDROKD.25;MANGUERA HYDRO´ K DIAM. 25 X 35;02/02/1999;A9;000004;9;9;0;01;16;4;7,3624;00005;N
01;01;17RE22219;ACOPLE EXPRESS P/M 19;02/02/1999;A9;000005;5;5;0;01;16;4;6,55103;00005;N
01;01;LATIGUILLO;CONSTRUCCION LATIGUILLO R1A 3/8 2700;07/01/1999;A9;000006;1;1;0;01;16;4;30,65162;00005;N
01;01;LATIGUILLO;REMETER LATIGUILLO;11/01/1999;A9;000007;1;1;0;01;16;4;9,01518;00005;N
01;01;LATIGUILLO;LATIGUILLO 4SP 1-1/4 2000;12/01/1999;A9;000008;1;1;0;01;16;4;114,40265;00005;N
01;01;LATIGUILLO;REMETER LATIGUILLO 1-1/4 4SP;19/01/1999;A9;000009;1;1;0;01;16;4;40,26781;00005;N
01;01;LATIGUILLO;LATIGUILLO 4SP 1-1/4 2300;21/01/1999;A9;000010;1;1;0;01;16;4;129,18755;00005;N
01;01;1P3704;RETEN;21/01/1999;A9;000010;1;1;0;01;16;4;1,80304;00010;N
01;01;3.53X47.22;TORICA NITRILO;21/01/1999;A9;000010;1;1;0;01;16;4;1,69485;00015;N
01;01;LATIGUILLO;CONSTRUCCION LTIGUILLO R1AT 3/8 2800;21/01/1999;A9;000010;1;1;0;01;16;4;31,85364;00020;N
01;01;LATIGUILLO;REMETER LATIGUILLO 3/8;21/01/1999;A9;000010;1;1;0;01;16;4;9,01518;00025;N
01;01;4900-S;REMETER Y SOLDAR FLECTOR;20/01/1999;A9;000011;1;1;0;01;16;4;12,62125;00005;N
01;01;0000000000000001;EXTRAER TORNILLOS PARTIDOS 980;02/12/1998;A9;000012;1;1;0;01;16;4;19,53289;00005;N
01;01;0000000000000001;ALBARAN 4451;18/12/1998;A8;000010;1;1;0;01;16;4;5,98608;00005;N
01;01;LATIGUILLO;REMETER LATIGUILLO 1";28/12/1998;A8;000011;1;1;0;01;16;4;13,22227;00005;N
01;01;77230;TORNILLO ACUMULADOR DEL BRV-32;28/12/1998;A8;000011;6;6;0;01;16;4;30,09268;00010;N
01;01;4900-3/8X40;TORNILLOS DE ACERO;30/12/1998;A8;000012;2;2;0;01;16;4;0,57096;00005;N
01;01;0000000000000001;CAMBIAR RODAMIENTO;04/01/1999;A9;000013;1;1;0;01;16;4;12,02024;00005;N
01;01;LATIGUILLO;CONSTRUCCION LATIGUILL 4SP 1" 1170;08/01/1999;A9;000014;1;1;0;01;16;4;61,30323;00005;N
01;01;4900-1"X100;TORNILLO ACERO 1/2X70;08/01/1999;A9;000014;4;4;0;01;16;4;1,26213;00010;N
01;01;1872-14;ARANDELAS GROWER 14 MM.;08/01/1999;A9;000014;4;4;0;01;16;4;0,09015;00015;N
01;01;1R0719;CAT FILTRO ACEITE HIDRAULICO;08/01/1999;A9;000014;1;1;0;01;16;4;13,04196;00020;N
01;01;4900-K;TORNILLOS DE 1/2 X50;15/01/1999;A9;000015;2;2;0;01;16;4;1,08182;00005;N
01;01;4900-K;TORNILLO DE 3/8X40;15/01/1999;A9;000015;2;2;0;01;16;4;0,57096;00010;N
01;01;1871-14;ARANDELAS PLANAS;15/01/1999;A9;000015;6;6;0;01;16;4;0,09015;00015;N
01;01;4900-CPLASTICO;ABRAZADERA 75X65X34;19/01/1999;A9;000016;3;3;0;01;16;4;2,91491;00005;N
01;01;LATIGUILLO;CONSTRUCCION LATIGUILLO 4SP 650;25/01/1999;A9;000017;1;1;0;01;16;4;28,84858;00005;N
01;01;LATIGUILLO;CONSTRUCCION LATIGUILLO R1A 3/4 1480MM;26/01/1999;A9;000018;1;1;0;01;16;4;48,68198;00005;N
01;01;0000000000000001;MECANIZADO DE BRIDA;26/01/1999;A9;000018;1;1;0;01;16;4;19,53289;00010;N
01;01;6V6865;BRAZO;03/02/1999;A9;000021;1;1;0;01;16;4;181,12702;00005;N
01;01;9X3337;LIMPIA PARABRISA;03/02/1999;A9;000021;1;1;0;01;16;4;425,44445;00010;N
01;01;1P2299;CAT FILTRO COMBUSTIBLE;04/02/1999;A9;000022;2;2;0;01;16;4;8,99715;00005;N
01;01;3.53X44.04;TORICA NITRILO;24/10/2005;51;000001;9;9;0;01;16;4;2,39;00005;N
01;01;3.53X44.04;TORICA NITRILO;24/10/2005;51;000001;9;9;0;01;16;4;2,39;00005;N
01;01;5029-ST;SOLDADURA TUBO HIERRO;24/10/2005;51;000002;1;1;0;01;16;4;3;00005;N
01;01;3.53X31.34;TORICA NITRILO;24/10/2005;51;000002;1;1;0;01;16;4;2,66;00010;N
01;01;3.53X24.99;TORICA NITRILO                         5F1678;24/10/2005;51;000002;2;2;0;01;16;4;3,54;00015;N
01;01;1852-1523;CONS. LATIGUILLO R2AT 1/2 A 2250 MM.;15/11/2005;51;000003;1;1;0;01;16;4;32,41;00005;N
01;01;1852-1525;CONS. LATIGUILLO R2A 3/4 A 790 MM.;25/10/2005;51;000004;1;1;0;01;16;4;30,46;00005;N
01;01;2.62X56.82;TORICA NITRILO;25/10/2005;51;000005;6;6;0;01;16;4;1,7;00005;N
01;01;1852-1527;REMETER LATIGUILLO R1AT 3/8;26/10/2005;51;000006;1;1;0;01;16;4;3;00005;N
01;01;1852-1526;CONS. LATIGUILLO R2A 1/4 A 850 MM.;26/10/2005;51;000007;1;1;0;01;16;4;14,35;00005;N
01;01;692-04-04;T H.LOCA CENTRAL BSP;26/10/2005;51;000007;1;1;0;01;16;4;5,59;00010;N
01;01;808-6-6;CODO 90º MACHO-H.LOCA JIC;26/10/2005;51;000008;2;2;0;01;16;4;5,05;00005;N
01;01;1852-1542;REMETER LATIGUILLO R1AT 1/2;27/10/2005;51;000009;2;2;0;01;16;4;3,1;00005;N
01;01;1852-1530;CONS. LATIGUILLO R2A 5/8 A 2430 MM.;28/10/2005;51;000010;1;1;20;01;16;4;43,52;00005;N
01;01;1852-1529;CONS. LATIGUILLO R2AT 1/2 A 1530 MM.;28/10/2005;51;000011;1;1;20;01;16;4;20,16;00005;N
01;01;1852-1528;CONS. LATIGUILLO R7 5/16 A 600 MM.;28/10/2005;51;000012;1;1;0;01;16;4;10,96;00005;N
01;01;3.53X75.79;TORICA NITRILO;31/10/2005;51;000013;2;2;0;01;16;4;1,91122;00005;N
01;01;3.53X73.03;TORICA NITRILO;31/10/2005;51;000013;2;2;0;01;16;4;1,86314;00010;N
01;01;1852-1531;CONS. LATIGUILLO R1AT 3/8 A 2480 MM.;31/10/2005;51;000014;1;1;20;01;16;4;24,16;00005;N
01;01;1852-1533;CONS. LATIGUILLO R2A 3/4 A 1650 MM.;02/11/2005;51;000015;1;1;0;01;16;4;33,95;00005;N
01;01;1852-1536;CONS. LATIGUILLO R1AT 1/2 A 3000 MM.;03/11/2005;51;000016;1;1;0;01;16;4;30,87;00005;N
01;01;1852-1537;CONS. LATIGUILLO R2A 1/4 A 320 MM;03/11/2005;51;000017;1;1;0;01;16;4;9,66;00005;N
01;01;1.78X56.87;TORICA NITRILO;04/11/2005;51;000018;1;1;15;01;16;4;1,38233;00005;N
01;01;1852-1541;REMETER LATIGUILLO R2AT 3/8;04/11/2005;51;000019;1;1;0;01;16;4;3,6;00005;N
01;01;697-4-4;ARANDELA METAL GOMA 1/4;04/11/2005;51;000019;4;4;0;01;16;4;0,21;00010;N
01;01;10710-12;ANILLO DESLIZANTE;07/11/2005;51;000020;3;3;0;01;16;4;0,5;00005;N
01;01;2.62X50.47;TORICA NITRILO;07/11/2005;51;000021;2;2;0;01;16;4;1,64677;00005;N
01;01;1852-1546;CONS. LATIGUILLO R2A 1/2 A 750 MM.;07/11/2005;51;000022;1;1;0;01;16;4;18,01;00005;N
01;01;1852-1548;CONS. LATIGUILLO R2A 1/2 A 1500 MM.;08/11/2005;51;000023;1;1;0;01;16;4;24,65;00005;N
01;01;1852-1547;CONS. LATIGUILLO R2A 1/2 A 500 MM.;07/11/2005;51;000024;1;1;0;01;16;4;18,17;00005;N
01;01;1852-1550;CONS. LATIGUILLO R7 5/16 A 1300 MM.;09/11/2005;51;000025;2;2;0;01;16;4;15,2;00005;N
01;01;697-6-6;ARANDELA METAL GOMA 3/8;09/11/2005;51;000025;1;1;0;01;16;4;0,27;00010;N
01;01;1852-1551;CONS. LATIGUILLO R2A 3/8 A 570 MM.;09/11/2005;51;000026;2;2;20;01;16;4;21;00005;N
01;01;1852-1552;CONS. LATIGUILLO R2A 1/4 A 2320 MM.;09/11/2005;51;000027;1;1;0;01;16;4;24,91;00005;N
01;01;5.33X208.92;TORICA NITRILO;09/11/2005;51;000028;1;1;15;01;16;4;9,06;00005;N
01;01;5.33X164.47;TORICA NITRILO;09/11/2005;51;000028;1;1;15;01;16;4;4,51961;00010;N
01;01;1852-1553;CONS. LATIGUILLO R2AT 1/4 A 2100 MM.;09/11/2005;51;000029;1;1;15;01;16;4;17,66;00005;N
01;01;1852-1554;CONS. LATIGUILLO R1AT 3/8 A 10000 MM.;09/11/2005;51;000030;1;1;0;01;16;4;69,75;00005;N
01;01;1852-1555;REMETER LATIGUILLO R1AT 3/8;09/11/2005;51;000030;1;1;0;01;16;4;3;00010;N
01;01;1852-1557;CONS. LATIGUILLO R2AT 1/4 A 85 MM.;10/11/2005;51;000031;1;1;0;01;16;4;9,5;00005;N
01;01;2.62X13.94;TORICA NITRILO;10/11/2005;51;000032;1;1;20;01;16;4;1,01;00005;N
01;01;1.78X9.25;TORICA NITRILO;10/11/2005;51;000032;1;1;20;01;16;4;0,95;00010;N
01;01;1.78X5.28;TORICA NITRILO;10/11/2005;51;000032;2;2;20;01;16;4;0,9496;00015;N
01;01;1852-1565;´REMETER LATIGUILLO R1AT 3/8;10/11/2005;51;000033;1;1;20;01;16;4;4;00005;N
01;01;8M4988;TORICA SILICONA 24.99X3.53;10/11/2005;51;000033;2;2;20;01;16;4;4,1;00010;N
01;01;1852-1566;CONS. LATIGUILLO R2A 5/16 A 6300 MM.;11/11/2005;51;000034;1;1;0;01;16;4;57,43;00005;N
01;01;3.53X132.94;TORICA NITRILO;11/11/2005;51;000035;1;1;0;01;16;4;4,17;00005;N
01;01;691-12-12;CODO MACHO-H.LOCA BSP;12/11/2005;51;000036;1;1;0;01;16;4;11,4;00005;N
01;01;CMHG-12-12;MACHO FIJO-HEMBRA LOCA BSP;12/11/2005;51;000036;1;1;0;01;16;4;6,14;00010;N
01;01;1852-1568;REMETER LATIGUILLO R2A 1";14/11/2005;51;000037;1;1;0;01;16;4;17,2;00005;N
01;01;2B2694;TORNILLO W 5/16-18 X 2";14/11/2005;51;000038;1;1;20;01;16;4;0,52889;00005;N
01;01;3.53X44.04;TORICA NITRILO;15/11/2005;51;000039;28;28;0;01;16;4;2,39;00005;N
01;01;3X40;TORICA NITRILO;15/11/2005;51;000040;2;2;20;01;16;4;1,49;00005;N
01;01;1861-10-14;ARANDELA DE ALUMINIO;15/11/2005;51;000040;4;4;20;01;16;4;0,12;00010;N
01;01;1852-1577;CONS. LATIGUILLO R1AT 1/4 A 420 MM.;15/11/2005;51;000040;1;1;20;01;16;4;7,5;00015;N
01;01;1852-1564;REMETER LATIGUILLO ACERO INOXIDABLE;10/11/2005;51;000041;1;1;0;01;16;4;15,1;00005;N
01;01;3.53X63.09;TORICA NITRILO;15/11/2005;51;000042;2;2;0;01;16;4;1,77299;00005;N
01;01;1852-1576;CONS. LATIGUILLO R2AT 1/2 A 2500 MM.;15/11/2005;51;000043;1;1;0;01;16;4;29,95;00005;N
01;01;1852-1579;CONS. LATIGUILLO R12 1" A 1310 MM.;15/11/2005;51;000044;1;1;0;01;16;4;105,56;00005;N
01;01;1P3703;RETEN;15/11/2005;51;000044;1;1;0;01;16;4;3,28;00010;N
01;01;1P3704;RETEN;15/11/2005;51;000044;1;1;0;01;16;4;3,68;00015;N
01;01;1852-1581;CONS. LATIGUILLO R2AT 1/2 A 1073 MM.;15/11/2005;51;000045;1;1;0;01;16;4;24,19;00005;N
01;01;1852-1524;CONS. LATIGUILLO R1AT 3/8 A 550 MM.;17/11/2005;52;000001;1;1;15;;;;8,28;00005;N
01;01;1063-16X24;MANGUERA ACEITE HYDRO´K;17/11/2005;52;000001;0,5;0,5;15;;;;5,45;00010;N
01;01;4900;REMETER LATIGUILLO R1AT 3/8;17/11/2005;52;000001;2;2;15;;;;3;00015;N
01;01;1852-1556;CONS. LATIGUILLO R1AT 3/8 A 10000 MM.;17/11/2005;52;000001;2;2;15;;;;69,5;00020;N
01;01;703-12-12;DOBLE MACHO JIC;17/11/2005;52;000001;1;1;15;;;;5,54;00025;N
01;01;1852-1516;CONS. LATIGUILLO R7 3/8 A 3050 MM.;17/11/2005;52;000001;1;1;15;;0;0;64,8;00030;N
01;01;1852-1584;CONS. LATIGUILLO R7 1/4 A 2600 MM.;17/11/2005;52;000001;1;1;15;;0;0;18,85;00035;N
01;01;639-6-6;ADAPTADOR MACHO-MACHO 3/8;17/11/2005;52;000002;7;7;20;;;;1,05;00005;N
01;01;7620-6-6;ENCHUFE RAPIDO COMPLETO;17/11/2005;52;000002;2;2;20;;;;20,35;00010;N
01;01;691-6-6;CODO MACHO-H.LOCA BSP;17/11/2005;52;000002;1;1;20;;;;5,91;00015;N
01;01;691-4-4;CODO MACHO-H.LOCA BSP;17/11/2005;52;000002;1;1;20;;;;4,53;00020;N
01;01;682-06-08;REDUCCION MACHO-HEMBRA 3/8 - 1/2;17/11/2005;52;000002;1;1;20;;;;1,6;00025;N
01;01;1.78X20.35;TORICA NITRILO;17/11/2005;52;000002;2;2;20;;;;1,06;00030;N
01;01;5.33X50.17;TORICA NITRILO;17/11/2005;52;000002;1;1;20;;;;2;00035;N
01;01;638-8-12;ADAPTADOR MACHO-MACHO 1/2-3/4;17/11/2005;52;000002;1;1;20;;;;2,29;00040;N
01;01;639-12-12;ADAPTADOR MACHO-MACHO 3/4;17/11/2005;52;000002;2;2;20;;;;2,29;00045;N
01;01;4900;CONS. LATIGUILLOS;02/11/2005;52;000003;1;1;0;;;;40;00005;N
01;01;4900;MATERIAL VARIOS;02/11/2005;52;000003;1;1;0;;;;15;00010;N
01;01;1852-1534;CONS. LATIGUILLO R2A 1" A 1020 MM.;02/11/2005;51;000046;1;1;0;01;16;4;44,83;00005;N
01;01;1852-1549;REMETER LATIGUILLO R2AT 1/2;02/11/2005;51;000046;1;1;0;01;16;4;4,31;00010;N
01;01;1852-1570;CONS. LATIGUILLO R2A 1.1/4 A 1070 MM.;14/11/2005;51;000047;1;1;0;01;16;4;77,59;00005;N
01;01;1852-1571;CONS. LATIGUILLO R 12 1" A 1150 MM;16/11/2005;51;000048;1;1;0;01;16;4;75;00005;N
01;01;1852-1580;CONS. LATIGUILLO R12 1" A 1100 MM.;16/11/2005;51;000048;1;1;0;01;16;4;77,59;00010;N
01;01;1852-1582;REMETER LATIGUILLO R12 1";16/11/2005;51;000048;1;1;0;01;16;4;18,16;00015;N
01;01;1852-1583;CONS. LATIGUILLO R12 1" A 2800 MM.;16/11/2005;51;000048;1;1;0;01;16;4;133,96;00020;N
01;01;4900-182;PASTILLA FRENO RH 2633.20;16/11/2005;52;000004;1;1;0;;;;30;00005;N
01;01;1852-1585;CONS. LATIGUILLO R1AT 3/8 A 1000 MM.;17/11/2005;52;000005;1;1;0;;;;12,5;00005;N
01;01;THG-6;TAPON HEMBRA;17/11/2005;52;000005;1;1;0;;;;1,5;00010;N
01;01;1852-1567;CONS. LATIGUILLO R1AT 1/2 A 950 MM.;17/11/2005;52;000006;1;1;0;;;;11,5;00005;N
01;01;1852-1532;CONS. LATIGUILLO R2AT 1/2 A 1500 MM.;15/11/2005;51;000049;1;1;0;01;16;4;20,69;00005;N
01;01;1852-1544;REMETER LATIGUILLO R2AT 3/4;15/11/2005;51;000050;2;2;0;01;16;4;8,62;00005;N
01;01;1852-1545;CONS. LATIGUILLO R1AT 1/2 A 480 MM.;15/11/2008;51;000051;1;1;0;01;16;4;9,91;00005;N
01;01;1852-1587;CONS. LATIGUI MANGUERA BAJA PRESION A 5000 MM;18/11/2005;51;000053;1;1;0;01;16;4;29,5;00005;N
01;01;1852-1578;CONS. LATIGUI. MANGUERA HIDRO´K 19 A 5000 MM.;16/11/2005;51;000054;1;1;0;01;16;4;39,8;00005;N
01;01;1852-1522;CONS. LATIGUILLO R1AT 1/21 A 2300 MM.;02/11/2005;51;000055;1;1;0;01;16;4;29,97;00005;N
01;01;1852-1575;CONS. LATIGUILLO R2AT 2.1/2 A 760 MM.;10/11/2005;51;000056;1;1;0;01;16;4;208,4;00005;N
01;01;3.53X91.67;TORICA NITRILO;10/11/2005;51;000056;1;1;0;01;16;4;2,67;00010;N
01;01;3.53X68.26;TORICA NITRILO;10/11/2005;51;000056;1;1;0;01;16;4;1,65;00015;N
01;01;1852-1521;CONS. LATIGUILLO R2A 1/2 A 600 MM.;02/11/2005;51;000057;1;1;0;01;16;4;13,8;00005;N
01;01;1852-1574;CONS. LATIGUILLO R2A 3/4 A 2000 MM.;15/11/2005;51;000058;3;3;0;01;16;4;49,25;00005;N
01;01;1852-1569;CONS. LATIGUILLO R2AT 2.1/2 A 1550 MM.;03/11/2005;51;000059;1;1;0;01;16;4;472,91;00005;N
01;01;3.53X69.44;TORICA NITRILO;03/11/2005;51;000059;2;2;0;01;16;4;1,79102;00010;N
01;01;1852-1540;CONS. LATIGUILLO R 12 1" A 830 MM.;03/11/2005;51;000059;1;1;0;01;16;4;95,1;00015;N
01;01;5P1258;MANGUERA CMT.;18/11/2005;51;000060;90;90;0;01;16;4;0,6;00005;N
01;01;5P1261;MANGUERA CMT.;18/11/2005;51;000060;90;90;0;01;16;4;0,78;00010;N
01;01;5P1296;MANGUERA CMT.;18/11/2005;51;000060;30;30;0;01;16;4;2,15;00015;N
01;01;1852-1589;CONS. LATIGUILLO R1AT 3/8 A 8000 MM.;18/11/2005;51;000061;1;1;0;01;16;4;57,7;00005;N
01;01;1852-1590;REMETER LATIGUILLO R1AT 3/8;18/11/2005;51;000061;1;1;0;01;16;4;3;00010;N
01;01;4908-56-59;ABRAZADERA DE ALTA PRESION;21/11/2005;51;000062;4;4;0;01;16;4;2,4341;00005;N
01;01;4908-549-260-80;ABRAZADERA ZEBRA NIROSTA 12 MM.;21/11/2005;51;000062;8;8;0;01;16;4;1,50253;00010;N
01;01;683-12-12;HEMBRA LOCA DOBLE BSP;21/11/2005;51;000063;2;2;0;01;16;4;7,33;00005;N
01;01;639-12-12;ADAPTADOR MACHO-MACHO 3/4;21/11/2005;51;000063;1;1;0;01;16;4;2,29;00010;N
01;01;683-12-12;HEMBRA LOCA DOBLE BSP;21/11/2005;51;000063;2;2;0;01;16;4;7,33;00015;N
01;01;639-12-12;ADAPTADOR MACHO-MACHO 3/4;21/11/2005;51;000063;1;1;0;01;16;4;2,29;00020;N
01;01;1.78X12.42;TORICA NITRILO;18/11/2005;51;000064;2;2;0;01;16;4;0,95;00005;N
01;01;1.78X11.10;TORICA NITRILO;18/11/2005;51;000064;2;2;0;01;16;4;0,96162;00010;N
01;01;1852-1592;CONS. LATIGUILLO R2A 3/8 A 750 MM.;21/11/2005;51;000065;1;1;0;01;16;4;13,4;00005;N
01;01;1852-1594;CONS. LATIGUILLO R2AT 1/2 A 310 MM.;21/11/2005;51;000066;1;1;0;01;16;4;10,95;00005;N
01;01;1852-1595;CONS. LATIGUILLO R2AT 1/2 A 300 MM.;21/11/2005;51;000066;1;1;0;01;16;4;13,5;00010;N
01;01;1852-1596;CONS. LATIGUILLO R 12 3/4 A 1510 MM.;22/11/2005;51;000067;1;1;0;01;16;4;63,26;00005;N
01;01;14CITERDIALD.75;MANGUERA CITERDIAL DIAM. 76 X 89;21/11/2005;51;000068;2;2;0;01;16;4;53,95;00005;N
01;01;8M5661;TORICA SILICONA 47.22X3.53;21/11/2005;51;000068;2;2;0;01;16;4;7,66891;00010;N
01;01;2.62X15.08;TORICA NITRILO;22/11/2005;51;000069;1;1;0;01;16;4;1;00005;N
01;01;2.62X13.94;TORICA NITRILO;22/11/2005;51;000069;2;2;0;01;16;4;1,01;00010;N
01;01;2.62X13.10;TORICA NITRILO;22/11/2005;51;000069;1;1;0;01;16;4;0,95;00015;N
01;01;1852-1601;REMETER LATIGUILLO R2AT 1";22/11/2005;51;000070;1;1;0;01;16;4;16,96;00005;N
01;01;1852-1602;CONS. LATIGUILLO R2A 1" A 1000 MM.;22/11/2005;51;000070;1;1;0;01;16;4;49,47;00010;N
01;01;1852-1603;CONS. LATIGUILLO R1AT 1/4 A 1350 MM.;23/11/2005;51;000071;1;1;0;01;16;4;13,82;00005;N
01;01;1852-1605;REMETER LATIGUILLO R1AT 1/2;23/11/2005;51;000072;1;1;0;01;16;4;3;00005;N
01;01;1852-1349;REMETER LATIGUILLO R2AT 1/2;23/11/2005;51;000072;1;1;0;01;16;4;3;00010;N
01;01;1852-1604;CONS. LATIGUILLO R2A 3/8 A 450 MM.;24/11/2005;51;000073;4;4;0;01;16;4;9,16;00005;N
01;01;5029-28;SOLDADURA CON SOPLETE;24/11/2005;51;000073;3;3;0;01;16;4;3;00010;N
01;01;1852-1485;REMETER LATIGUILLO R1AT 3/8;01/11/2005;51;000074;2;2;0;01;16;4;3;00005;N
01;01;1852-1500;REMETER LATIGUILLO R1AT 5/16;01/11/2005;51;000075;1;1;15;01;16;4;3;00005;N
01;01;1852-1606;REPARACION LATIGUILLO  ACERO INOXIDABLE;24/11/2005;51;000076;1;1;0;01;16;4;19,21;00005;N
01;01;8200-8-8;VALVULA 2 VIAS CIERRE ESFERICO;24/11/2005;51;000077;1;1;0;01;16;4;29,31;00005;N
01;01;1852-1609;CONS. LATIGUILLO R7 1/4 A 6000 MM.;25/11/2005;51;000078;1;1;0;01;16;4;46,3;00005;N
01;01;1852-1610;CONS. LATIGUILLO R2A 1/2 A 510 MM.;28/11/2005;51;000079;2;2;0;01;16;4;11,52;00005;N
01;01;5029-29;SOLDADURA CON SOPLETE FLEXO ESCAPE;23/11/2005;51;000080;1;1;0;01;16;4;30;00005;N
01;01;1063-60X74;MANGUERA ACEITE HYDRO´K;21/11/2005;51;000081;0,5;0,5;0;01;16;4;32,5;00005;N
01;01;4908-68-73;ABRAZADERA DE ALTA PRESION;21/11/2005;51;000081;4;4;0;01;16;4;3,48587;00010;N
01;01;5P6876;ESPEJO;28/11/2005;51;000082;2;2;0;01;16;4;155,4;00005;N
01;01;6N2206;TAPON ACEITE MOTOR;28/11/2005;51;000083;1;1;0;01;16;4;30,8;00005;N
01;01;CA1/2;ANTIRRETORNO MUELLE 0.4 1/2;28/11/2005;51;000084;1;1;0;01;16;4;41,3;00005;N
01;01;2.62X18.72;TORICA NITRILO;28/11/2005;51;000085;16;16;0;01;16;4;1;00005;N
01;01;1852-1611;CONS. LATIGUILLO R2A 3/8 A 1420 MM.;29/11/2005;51;000086;2;2;0;01;16;4;19,21;00005;N
01;01;1852-1607;CONS. LATIGUILLO R 12 1" A 2990 MM.;24/11/2005;51;000087;1;1;0;01;16;4;137,93;00005;N
01;01;1852-1588;REMETER LATIGUILLO R2AT 3/4;29/11/2005;52;000007;1;1;0;;;;11;00005;N
01;01;1.78X8.73;TORICA NITRILO;29/11/2005;52;000007;4;4;0;;;;0,91;00010;N
01;01;1063-25X35;MANGUERA ACEITE HYDRO´K;29/11/2005;52;000007;1,8;1,8;0;;;;11,05;00015;N
01;01;1861-14-20;ARANDELA DE ALUMINIO;29/11/2005;52;000007;4;4;0;;;;0,1202;00020;N
01;01;1852-1593;CONS. LATIGUILLO BAJA PRESION 6 A 1200 MM.;29/11/2005;52;000007;1;1;0;;;;4,63;00025;N
01;01;672-38-17;TORNILLO HUECO BSP;29/11/2005;52;000007;3;3;20;;;;1,28;00030;N
01;01;1852-1612;CONS. LATIGUILLO R1AT 3/4 A 420 MM.;29/11/2005;52;000007;1;1;0;;;;18;00035;N
01;01;2.5X10;TORICA NITRILO;29/11/2005;51;000088;2;2;0;01;16;4;0,99;00005;N
01;01;2.62X9.19;TORICA NITRILO;29/11/2005;51;000088;2;2;0;01;16;4;1,62;00010;N
01;01;1852-1613;CONS. LATIGUILLO R2A 3/4 A 1500 MM.;30/11/2005;51;000089;1;1;0;01;16;4;40,5;00005;N
01;01;1.78X23.52;TORICA NITRILO;29/11/2005;51;000090;3;3;0;01;16;4;1,08182;00005;N
01;01;2X7;TORICA NITRILO;29/11/2005;51;000090;2;2;0;01;16;4;0,99;00010;N
01;01;2X3;TORICA NITRILO;29/11/2005;51;000090;1;1;0;01;16;4;0,99;00015;N
01;01;2X8;TORICA NITRILO;29/11/2005;51;000090;1;1;0;01;16;4;0,99;00020;N
