CODOPER;DOCFEC;DOCSER;DOCNUM;DESCOP;HORACAN;DTOOBR;CODMOD;PORIMP;PORREC;PRETAR;NUMTAR;LINOBRA
101;27/01/2012;31;000026;DESMONTAR BOMBAS HIDRAULICAS, DESPIECE, COLOCACION DE JUEGOS DE REPARACION , LAPEADOS DE BARRILETE, AJUSTE Y MONTAJE;10;0;01;18;4;32;02;005
800;30/01/2012;31;000027;DESPLAZAMIENTO A SUS INSTALACIONES, COMPROBACION DE INSTALACION ELECTRICA Y ELECTROVALVULAS VELOCIDADES;1;0;01;18;4;213;01;005
101;30/01/2012;31;000030;DESMONTAR BOMBA HIDRAULICA, LIMPIEZA, COLOCACION DE JUEGO REPARACION, AJUSTE Y MONTAJE;1;0;01;18;4;285;01;005
800;31/01/2012;31;000031;DESPLAZAMIENTO A PLANTA PARA QUITAR CRISTAL Y MONTAJE DE NUEVO;4;0;01;18;4;30;01;005
800;31/01/2012;31;000032;DESPLAZAMIENTO A PLANTA PARA QUITAR CRISTAL Y MONTAJE DE NUEVO;3;0;01;18;4;30;01;005
800;08/02/2012;31;000037;REPARACION;40;0;01;18;4;30;01;005
800;08/02/2012;31;000039;REPARACION TRANSMISION;65;0;01;18;4;30;01;005
800;13/02/2012;31;000042;SUSTITUCION DE I-ECU Y SOFTWARE;4;0;01;18;4;30;01;005
101;13/02/2012;31;000044;DESMONTAR BOMBA, DESPIECE, COLOCACION DE CARTUCHOS, JUEGO JUNTAS Y MONTAJE;4;0;01;18;4;30;01;005
800;14/02/2012;31;000046;DESPLAZAMIENTO A PLANTA PARA DIAGNOSIS DE AVERIA;5;0;01;18;4;32;01;005
800;15/02/2012;31;000051;DESMONTAR DOS CADENAS DE RUEDAS DESMONTADAS, MONTAR CUATRO EN RUEDAS Y COLOCARLAS EN MAQUINA;1;0;01;18;4;2200;01;005
800;16/02/2012;31;000053;DESMONTAR CABINA, CARENAJES, Y BOMBASHIDRAULICAS PARA SU REPARACION Y MONTAJE UNA VEZ REPARADAS;32;0;01;18;4;30;01;005
800;16/02/2012;31;000053;DESMONTAR CARENAJES, DESMONTAR RADIADOR, PROTECCIONES VENTILADOR, VENTILADOR CON MOTOR, DESMONTAR RADIADORES HIDRAULICOS Y MONTAJE UNA VEZ REPARADOS;14;0;01;18;4;30;02;005
800;16/02/2012;31;000053;DESMONTAR ELEVADOR DE CAPO Y MONTAJE UNA VEZ REPARADO O NUEVO;4;0;01;18;4;30;03;005
101;16/02/2012;31;000053;DESMONTAR TAPAS, LIMPIEZA, COLOCACION DE JUNTAS Y MODULOS.;15;0;01;18;4;30;04;005
101;16/02/2012;31;000053;DESPIECE DE BOMBAS, LIMPIEZA, COLOCACION DE JUEGO REPRACION, AJUSTE Y MONTAJE;9;0;01;18;4;30;05;005
101;16/02/2012;31;000053;COMPROBACION DE CABLEADOS, SENSORES PARA VER FALLO ELECTRICO;5;0;01;18;4;30;06;005
101;08/02/2012;34;000034;MONTAJE DE CRITAL DE PUERTA IZQUIERDA;4;0;01;18;4;32;01;005
800;17/02/2012;31;000055;DESPLAZAMIENTO A GRAVERA, DESMONTAR DEPOSITO, TUBERIAS , LIMPIEZA Y MONTAJE;12;0;01;18;4;32;01;005
800;17/02/2012;31;000056;Desplazamiento a planta de Cordoba para sustitucion de silencioso de escape.;6;0;01;18;4;32;01;005
101;17/02/2012;31;000057;Reparacion de martillo;53;0;01;18;4;32;01;005
800;15/02/2012;31;000052;DESMONTAR CARENAJES, RADIADOR, VENTILADOR, MANDO VENTILADOR PARA SU REPARACION EN TALLER Y MONTAJE UNA VEZ REPARADOS;36;0;01;18;4;29;01;005
101;15/02/2012;31;000052;DESMONTAR RADIADOR, LIMPIEZA, COLOCACION DE PANAL, JUNTAS Y MONTAJE, DESMONTAR MANDO VENTILADOR, COLOCACION DE RODAMIENTOS Y MONTAJE DE VENTILADOR NUEVO;25;0;01;18;4;29;02;005
800;23/02/2012;31;000059;DESPLAZAMIENTO A CANTERA, DESMONTAR TURBO Y MONTAJE DE TURBO NUEVO;1;0;01;18;4;1292,25;01;005
800;24/02/2012;31;000060;DESPLAZAMIENTO, COMPROBACION MOTOR HIDRAULICO, DESMONTAR, MONTAJE DE UNO INTRERCAMBIO Y AJUSTE;6;0;01;18;4;30;01;005
101;21/02/2012;31;000058;DESMONTAR CARENAJES, DESMONTAR CAJA VALVULAS, DESPIECE, MONTAJE DE CAJA NUEVA Y AJUSTE;8;0;01;18;4;30;01;005
800;01/03/2012;31;000061;DESPLAZAMIENTO A INSTALACIONES PARA REPARACIO ELECTRICA Y MECANICA;13;0;01;18;4;32;01;005
101;01/03/2012;31;000062;DESMONTAR CARENAJES, SACAR MOTOR, TRANSMISION, DESPIECE DE LA MISMA, LIMPIEZA, SUSTITUCION DE  JUEGOS REPARACION, MONTAJE COLOCACION EN MAQUINA, MOTOR Y CARENAJES;110;0;01;18;4;30;01;005
101;05/03/2012;31;000066;DESMONTAR CARENAJES, SACAR MOTOR, TRANSMISION, DESPIECE, LIMPIEZA, COLOCACION DE JUNTAS,RODAMIENTOS, DISCOS, MONTJE, TRASMISION, MOTOR Y CARENAJES;125;0;01;18;4;30;01;005
100;06/03/2012;31;000068;DESMONTAR, REPARAR Y MONTAR MOTOR EN TALLER;160;0;01;18;4;30;01;005
800;06/03/2012;31;000069;DESPLAZAMIENTO A CANTERA, DESMONTAR ALTERNADOR Y MONTAJE DE UNO NUEVO;3;0;01;18;4;29;01;005
101;05/03/2012;31;000066;DESPIECE DE BOMBA, LIMPIEZA, COLOCACION DE CARTUCHOS, JUNTA, RETENES Y MONTAJE;3;0;01;18;4;30;02;005
800;09/03/2012;31;000073;DESPLAZAMIENTO A PLANTA, DESMONTAR CARENAJES, DESMONTAR CULATA, LIMPIEZA, COLOCACION DE INTERCAMBIO, REGLAJE Y AJUSTE, MONTAJE DE CARENAJES;16;0;01;18;4;30;01;005
800;24/02/2012;31;000074;TRABAJOS EXTERIORES;7;0;01;18;4;30;01;005
800;21/03/2012;31;000078;DESPLAZAMIENTO, COMPROBACION FALLO ELECTRICO, COMPROBACION DE FUSIBLES, ARRANQUE DE MAQUINA;3;0;01;18;4;32;01;005
800;22/03/2012;31;000082;DESPLAZAMIENTO A PLANTA, COMPROBACION DE TURBO, DESMONTAR TURBO, lLIMPIEZA INTERCOOLER, COLOCACION DE NUEVO Y MONTAJE;6;0;01;18;4;29;01;005
101;20/03/2012;31;000077;DESPIECE, COLOCACION DE MODULOS NUEVOS Y JUNTAS, MONTAJE;12;0;01;18;4;30;03;005
101;20/03/2012;31;000077;DESPIECE, DE BOMBA, LIMPIEZA, COLOCACION DE ELEMENTOS, JUEGO JUNTAS Y MONTAJE;1;0;01;18;4;950;04;005
800;20/03/2012;31;000083;DESPLAZAMIENTO A CANTERA, DESMONTAR CARENAJES, RADIADOR SACAR MOTOR DE DUMPER Y MONTAJE UNA VEZ REPARADOS;80;0;01;18;4;30;01;005
101;20/03/2012;31;000083;DESPIECE MOTOR, LIMPIEZA, COLOCACIOON DE JUEGOS DE REPARACION Y MONTAJE;110;0;01;18;4;30;02;005
101;20/03/2012;31;000083;DESPIECE RADIADOR, LIMPIEZA, COLOCACION DE MODULOS, JUNTAS Y MONTAJE;12;0;01;18;4;30;03;005
101;20/03/2012;31;000083;DESMONTAR BOMBA INYECTORA, COLOCACION DE ELEMENTOS, JUNTAS, AJUSTE Y MONTAJE;1;0;01;18;4;950;04;005
101;23/03/2012;31;000084;DESPIECE DE MOTOR, LIMPIEZA, COLOCACION DE JUEGOS DE REPARACION Y MONTAJE;90;0;01;18;4;30;01;005
800;26/03/2012;31;000085;DESPLAZAMIENTO, COMPROBACION, ESTADO Y DIAGNOSIS PARA 2 DUMPER;1;0;01;18;4;173;01;005
800;28/03/2012;31;000088;DESPLAZAMIENTO A SUS INSTALACIONES, COMPROBACION DE FALLO DE MAQUINA;1;0;01;18;4;213;01;005
800;28/03/2012;31;000089;DESPLAZAMIENTO A PLANTA, DESMONTAR CAJA VALVULAS, LATIGUILLOS, TACOS HIDRAULICOS Y MONTAJE UNA VEZ REPARADOS;20;0;01;18;4;30;01;005
101;28/03/2012;31;000089;DESMONTAR CAJA, TACOS VALVULAS,  LIMPIEZA, RECTIFICADOS DE PLANOS, COLOCACION DE JUNTAS TORICAS, AJUSTE Y MONTAJE;10;0;01;18;4;30;02;005
800;02/04/2012;31;000091;DESPLAZAMIENTO, COLOCACION DE LIMITADOR DE VELOCIDAD;1;0;01;18;4;30;01;005
101;03/04/2012;31;000094;DESMONTAR EJE DE MAQUINA, DESPIECE, LIMPIEZA, COLOCACION DE RODAMIENTOS, AJUSTE DE PIÑON, CORONA, COLOCACION DE JUNTAS, MONTAJE Y COLOCACION DE EJE EN MAQUINA;27;0;01;18;4;30;01;005
101;04/04/2012;31;000095;DESMONTAR BOMBA, LIMPIEZA, COLOCACION, CARTUCHO, EJE,  JUEGOS JUNTAS, AJUSTE  Y MONTAJE;4;0;01;18;4;30;01;005
800;09/04/2012;31;000096;DESPLAZAMIENTO A PLANTA, DEMONTAR ECM, MONTAJE DE UNO NUEVO Y CALIBRACION DEL ECM;3;0;01;18;4;30;01;005
101;09/04/2012;31;000097;DESMONTAR BOMBA, LIMPIEZA, COLOCACION CARTUCHO, EJE, JUEGOS DE JUNTAS, AJUSTE Y MONTAJE;4;0;01;18;4;30;01;005
800;10/04/2012;31;000098;DESPLAZAMIENTO A CANTERA, MONTAJE ENFRIADOR , TUBERIAS, HACER NIVEL AGUA Y PRUEBA DEL MISMO;5;0;01;18;4;30;01;005
800;11/04/2012;31;000103;DESPLAZAMIENTO A PLANTA, DESMONTAR BOTELLA Y COLOCACION UNA VEZ REPARADA;5;0;01;18;4;30;01;005
101;11/04/2012;31;000103;DESMONTAR BOTELLA, DESPIECE, LIMPIEZA, COLOCACION DE JUEGO REPARACION Y MONTAJE;3,5;0;01;18;4;30;02;005
800;12/04/2012;31;000104;DESPLAZAMIENTO A PLANTA, DESMONTAR FRENO MANO, CABLE, TAMBOR, ZAPATAS MUELLES, COLOCACION DE NUEVOS, AJUSTE Y MONTAJE;8;0;01;18;4;32;01;005
800;12/04/2012;31;000105;DESPLAZAMIENTO, DESMONTAR TAMBOR ZAPATAS, CABLE, COLOCACION UNA VEZ REPARADOS;12;0;01;18;4;32;01;005
101;12/04/2012;31;000105;RECTIFICAR TAMBOR FRENO MANO ;1;0;01;18;4;95;02;005
800;17/04/2012;31;000109;DESPLAZAMIENTO A CANTERA, DESMONTAR TAPA, HACER REGLAJE Y COLOCACION DE TAPA BALANCINES;5;0;01;18;4;30;01;005
101;17/04/2012;31;000110;DESMONTAR PIEZAS QUEMADAS Y COLOCACION DE NUEVAS;70;0;01;18;4;30;01;005
800;17/04/2012;34;000083;TRABAJOS EXTERIORES;3;0;01;18;4;30;01;005
800;17/04/2012;34;000082;TRABAJOS EXTERIORES;3;0;01;18;4;30;01;005
800;18/04/2012;31;000111;DESPLAZAMIENTO A PLANTA, DESMONTAR RUEDAS, BUJES, FRENOS, COLOCACION DE RETENES Y TORICAS, AJUSTE Y MONTAJE;10;0;01;18;4;32;01;005
101;19/04/2012;31;000113;DESMONTAR MOTOR, LIMPIEZA, COLOCACION DE JUEGO REPARACION,  AJUSTE Y MONTAJE;90;0;01;18;4;30;01;005
800;19/04/2012;31;000113;DESPLAZAMIENTO, COLOCACION DE MOTOR EN MAQUINA, CARENAJES Y PRUEBA DEL MISMO;27;0;01;18;4;30;02;005
800;19/04/2012;31;000114;DESPLAZAMIENTO A CANTERA, COMPROBACION DE FALLO INYECTORES, SENSOR PRESION, SENSOR VUELTAS, DEESMONTAR INYECTORES, SENSORES, COLOCACION DE INYECTORES UNA VEZ REPARADOS Y COLOCACION DE SENSORES.;10;0;01;18;4;30;01;005
800;20/04/2012;31;000116;DESPLAZAMIENTO A CANTERA, DESMONTAR CARENAJES, SACAR MOTOR DE MAQUINA Y COLOCACION UNA VEZ REPARADO;58;0;01;18;4;30;01;005
101;20/04/2012;31;000116;DESPIECE DE MOTOR, LIMPIEZA, COLOCACION DE EQUIPO MOTOR, COLOCACION DE JUNTAS CULATA Y CARTE MONTAJE;50;0;01;18;4;30;02;005
101;23/04/2012;31;000119;DESMONTAR CABINA Y CARENAJES, SACAR TRANSMISION, DESPIECE DE TAPAS, SUSTITUIR RETENES, JUNTAS DE LA MISMA Y COLOCAR EN MAQUINA. CARGA DE A/A.;85;0;01;18;4;30;01;005
800;23/04/2012;31;000120;DESPLAZAMIENTO, DESMONTAR CABINA, CARENAJE SACAR TRANSMISION PARA SU REPARACION, MONTAJE UNA VEZ REPARADA Y CARGA DE AIRE ACONDICIONADO;90;0;01;18;4;30;01;005
101;23/04/2012;31;000120;DESPIECE, LIMPIEZA, COLOCACION DE JUNTAS Y MONTAJE TRANSMISION;20;0;01;18;4;30;02;005
800;20/04/2012;31;000118;DESPLAZAMIENTO A CANTERA, MONTAJE DE PLACA Y CONVERTIDOR DE CORRIENTE Y CALIBRAR BASCULA;2;0;01;18;4;29;01;005
800;20/04/2012;31;000117;DESPLAZAMIENTO A CANTRERA, DESMONTAR ALTERNADOR, COLOCACION DE NUEVO Y REPARACION DE CABLEADO;2,5;0;01;18;4;29;01;005
101;24/04/2012;31;000122;DESMONTAR MASTIL, DESMONTAR GUIAS, CADENA, COLOCACION DE NUEVA, MONTAJE  Y AJUSTE DE MASTIL;25;0;01;18;4;30;01;005
101;24/04/2012;31;000122;DESMONTAR TRANSMISION, DESPIECE, COLOCACION DE JUNTAS, COLOCACION DE BOMBAS AJUSTE Y MONTAJE EN MAQUINA;60;0;01;18;4;30;02;005
800;25/04/2012;31;000123;Intervencion en WA430-6;2;0;01;18;4;32;01;005
800;24/04/2012;31;000121;DESPLAZAMIENTO, DESMONTAR BOMBA, DESPIECE, COLOCACION KIT REPRACION , AJUSTE, MONTAJE, MONTAJE EN MAQUINA Y SANGRADO DEL MISMO;6;0;01;18;4;30;01;005
800;24/04/2012;31;000121;DESMONTAR DISTRIBUIDOR, DESPIECE, COLOCACION DE KIT REPRACION, MONTAJE Y MONTAJE EN MAQUINA;4;0;01;18;4;30;02;005
101;26/04/2012;31;000125;DESMONTAR COMPONENTES DE LA CULATA VIEJA Y MONTAJE A CULATA INT5ERCAMBIO PARA SU MONTAJE EN MAQUINA;6;0;01;18;4;29;01;005
800;26/04/2012;31;000125;DESPLAZAMIENTO A CANTERA, MONTAJE DE CULATA, CALIBRACION DE INYECTORES , MONTAJE DE CARENAJES, ARANQUE DE MAQUINA;16;0;01;18;4;29;02;005
101;02/05/2012;31;000130;DESMONTAR CARENAJES, SACAR MOTOR Y DEPOSITO DE GASOIL PARA SOLDAR FISURAS INTERNAS DE CHASIS, REFUERZO DE CHASIS, COLOCACION DE DEPOCITO, MOTOR Y MONTAJE DE CARENAJES. HACER NIVELES Y ARRANQUE DE MAQUINA;38;0;01;18;4;30;01;005
101;02/05/2012;31;000130;DESMONTAR TUBOS ENDEREZADOS, CONSTRUCCION DE NUEVOS Y MONTAJE;6;0;01;18;4;30;02;005
101;02/05/2012;31;000130;DESMONTAR BOTELLA, SOLDAR, REFORZAR COGIDA, DESMONTAR BOTELLA, DESPIECE, COLOCACION DE KIT REPARACION, MONTAJE Y MONTAJE DE LA MISMA;8;0;01;18;4;30;03;005
101;02/05/2012;31;000130;CAMBIO DE FILTROS Y ACEITES 2000 H.;6;0;01;18;4;30;05;005
101;02/05/2012;31;000130;ENDEREZAR, REPARACION DE  PORTALON TRASERO, COGIDA BLOQUEO DE BRAZOS TUBO ESCAPE Y PORTA FILTRO AIRE;8;0;01;18;4;30;06;005
101;02/05/2012;31;000130;LA CABINA PARA PODER ENDEREZAR HAY QUE CORTAR CHASIS NO PUDIENDO PRESUPUESTAR ;1;0;01;18;4;0,01;04;005
101;02/05/2012;31;000130;DESMONTAR ASIENTO Y COLOCACION UNA VEZ TAPIZADO;3;0;01;18;4;30;07;005
101;02/05/2012;31;000130;REPARACION DE PERDIDAS, REFRIGERANTE Y REPARACION DE ACELERADOR;7;0;01;18;4;30;08;005
101;02/05/2012;31;000130;COLOCACION DE PILOTOS, DESTELLANTE, REPARACION DE LUCES DELANTERAS Y REVISION DE INTERRUPTORES;8;0;01;18;4;30;09;005
800;03/05/2012;31;000133;DESPLAZAMIENTO A CANTERA, DESMONTAR TAPA, HACER REGLAJE Y AJUSTE, COLOCACION DE JUNTA Y MONTAJE;3;0;01;18;4;29;01;005
800;04/05/2012;31;000136;DESPLAZAMIENTO A PLANTA, REPARACION DE MATERIAL POR INTENTO DE ROBO, MONTAJE Y AJUSTE++;10;0;01;18;4;32;01;005
800;09/05/2012;34;000096;DESPLAZAMIENTO A SUS INSTALACIONES, DESMONTAR CRISTAL DELANTERO Y COLOCACION DE NUEVO;8;0;01;18;4;30;01;005
800;11/05/2012;31;000144;DESPLAZAMIENTO A SUS INSTALACIONES, COMPROBACION , DIAGNOSIS FGALLO INYECCION;3;0;01;18;4;32;01;005
800;14/05/2012;31;000146;DESPLAZAMIENTO, COMPROBACION CON DIAGNOSIS FALLO ELECTRICO;3,5;0;01;18;4;32;01;005
800;15/05/2012;31;000150;DESPLAZAMIENTO A PLANTA PARA INSTALACION DE VIVALVA INCLUYENDO TUBERIAS NEUMÁTICAS;8;0;01;18;4;30;01;005
800;16/05/2012;34;000103;DESPLAZAMIENTO A SUS INSTALACIONES, DESMONTAR TURBO, COLOCACION DE NUEVO;4;0;01;18;4;30;01;005
800;18/05/2012;31;000153;DESPLAZAMIENTO A PLANTA, SOLTAR CADENA, DESMONTAR REDUCTOR, DESPIECE, COLOCACION DE RETEN, MONTAJE Y MONTAJE DE CADENA, HACER NIVER DE REDUCTOR;32;0;01;18;4;32;01;005
800;18/05/2012;31;000153;HACER VACIO, CARGAR DE ACITE COMPRESOR, Y CARGA GAS  CON TINTA;3;0;01;18;4;32;03;005
800;18/05/2012;31;000153;DESMONTAR CARENAJES, MOTOR VENTILADOR, SOPORTE, BOMBA VENTILADOR Y MONTAJE UNA VEZ REPARADAS;12;0;01;18;4;32;02;005
800;21/05/2012;31;000154;DESPLAZAMIENTO, DESMONTAR EVAPORADOR, FILTRO SECADO, TUBO AIRE ACONDICIONADO, MONTAJE, CARGA DE ACITE, HACER VACIO Y CARGA DE GAS;4;0;01;18;4;30;01;005
100;21/05/2012;31;000155;REPARACION;1;0;01;18;4;0,001;01;005
800;21/05/2012;31;000156;DESPLAZAMIENTO A FABRICA, CALZAR MAQUINA, DESMOJNTAR RUEDA, REDUCTOR, FRENOS, COLOCACION DE DISCOS, SEGMENTOS DE PULMON, MONTAJE Y MONTAJE EN MAQUINA, HACER NIVEL ACEITE;8;0;01;18;4;30;01;005
800;22/05/2012;31;000157;DESMONTAR TAPA, INYECTORES, COLOCACION DE NUEVOS, AJUSTE Y MONTAJE. CAMBIAR FILTROS GASOIL;18;0;01;18;4;30;01;005
800;22/05/2012;31;000157;COMPROBACION DE BOMBA INYECCION;2;0;01;18;4;30;02;005
800;22/05/2012;31;000158;DESMONTAR CAZO, SACAR CASQUILLOS, RETENES, COLOCACION DE NUEVOS Y MONTAJE DE CAZO;8;0;01;18;4;30;01;005
101;22/05/2012;31;000159;DESMONTAR MOTOR, LIMPIEZA, COLOCACION DE JUEGO REPARACION, AJUSTE Y MONTAJE;90;0;01;18;4;30;01;005
800;22/05/2012;31;000159;DESPLAZAMIENTO, COLOCACION DE MOTOR EN MAQUINA, CARENAJES Y PRUEBA DEL MISMO;27;0;01;18;4;30;02;005
800;23/05/2012;31;000160;DESPLAZAMIENTO, DESMONTAR MODULO, COLOCACION DE NUEVO Y PROGRAMACION DE SOFTWARE;4;0;01;18;4;30;01;005
800;23/05/2012;31;000161;DESPLAZAMIENTO A PLANTA, DEMONTAR BOMBA DE PILOTAJE, COLOCACION UNA VEZ REPARADA, DESMONTAR COMPRESOR Y MONTAJE;6;0;01;18;4;30;01;005
101;23/05/2012;31;000161;DESPIECE DE BOMBA, REPARACION Y MONTAJE;2;0;01;18;4;30;02;005
800;25/05/2012;31;000162;DESPLAZAMIENTO, COMPROBACION DE FALLO Y DIAGNOSIS;3;0;01;18;4;32;01;005
800;04/06/2012;31;000169;DESPLAZAMIENTO A PLANTA, DESMONTAR EJE DELANTERO PARA SU REPARACION Y MONTAJE UNA VEZ REPARADO;12;0;01;18;4;32;01;005
101;04/06/2012;31;000169;DESPIECE DE EJE, COLOCACION DE JUNTAS, RETENES, MONTAJE Y AJUSTE;15;0;01;18;4;32;02;005
800;04/06/2012;31;000170;DESPLAZAMIENTO A SUS INSTALACIONES, REVISION FALLO ARRANQUE HACER DIAGNOSIS;3;0;01;18;4;30;01;005
101;06/06/2012;31;000175;DESMONTAR BOMBA HIDRAULICA, COLOCACION DE JUEGO ROTOR, AJUSTE Y MONTAJE;10;0;01;18;4;30;01;005
800;11/06/2012;31;000180;DESPLAZAMIENTO A PLANTA, DESMONTAR CAJA Y COLOCACION UNA VEZ REPARADA;16;0;01;18;4;32;01;005
101;11/06/2012;31;000180;LIMPIEZA DE CAJA, DESPIECE, COLOCACION DE KIT DE JUNTAS, AJUSTE Y MONTAJE;10;0;01;18;4;32;02;005
101;14/06/2012;31;000182;DESMONTAR BOMBA, DESPIECE, COLOCACION DE BASCULANTE, RODAMIENTOS, JUNTAS, AJUSTE Y MONTAJE;8;0;01;18;4;30;01;005
101;14/06/2012;31;000182;DESMONTAR MOTOR HIDRAULICO, DESPIECE, COLOCACION DE SEGMENTOS, LAPEADOS DE BARRILETE, PLACA, COLOCACION DE JUNTAS AJUSTE Y MONTAJE;10;0;01;18;4;30;02;005
800;18/06/2012;31;000184;DESPLAZAMIENTO A CANTERA, DESMONTAR CAPO, RADIADOR PARA SU LIMPIEZAY MONTAJE UNA VEZ REPARADO ;19;0;01;18;4;29;01;005
800;18/06/2012;31;000185;DESMONTAR CABINA, CARENAJES, SACAR MOTOR , TRANSMISION PARA SU REPARACION, DESPIECE DE TRANSMISION, LIMPIEZA, COLOCACION DE JUEGO REPARACION  Y MONTAJE UNA VEZ REPARADA;174;0;01;18;4;29;01;005
800;20/06/2012;31;000188;DESPLAZAMIENTO A PLANTA PARA DESMONTAR CAPÓ Y MOTOR, SACAR CIGÜEÑAL, SUSITUIR RETÉN, POSTERIOR MONTAJE, Y CARGA DE AIRE ACONDICIONADO.;30;0;01;18;4;29;01;005
800;20/06/2012;31;000189;DESPLAZAMIENTO A PLANTA PARA COMPROBAR SISTEMA DE  AIRE ACONDICIONADO Y CARGAR EL MISMO;1;0;01;18;4;30;01;005
800;20/06/2012;31;000190;DESPLAZAMIENTO A PLANTA PARA COMPROBAR SISTEMA DE AIRE ACONDICIONADO, ESPECIALMENTE TUBERIAS, EVAPORADOR Y TRAMPILLAS. CARGA DE AIRE ACONDICIONADO;1,5;0;01;18;4;30;01;005
800;20/06/2012;31;000191;DESPLAZAMIENTO A PLANTA PARA COMPROBAR AIRE ACONDICIONADO, SUSTITUIR TERMOSTATO Y CARGA DEL MISMO;2;0;01;18;4;30;01;005
800;20/06/2012;31;000192;DESPLAZAMIENTO A PLANTA COMPROBAR AIRE ACONDICIONADO, SUSITUTIR POLEA TENSORA DAÑADA Y CORREA, Y CARGA DE AIRE ACONDICIONADO;3;0;01;18;4;30;01;005
800;20/06/2012;31;000193;DESPLAZAMIENTO A SUS INSTALACIONES, DESMONTAR I-ECU, COLOCACION DE NUEVA Y SOFTWARE;4;0;01;18;4;30;01;005
800;21/06/2012;31;000194;DESPLAZAMIENTO A SUS INSTALACIONES, DESMONTAR I-ECU, COLOCACION DE NUEVA Y SOFTWARE;4;0;01;18;4;30;01;005
800;20/06/2012;31;000195;DESPLAZAMIENTO DESMONTAR CABINA, CARENAJES, SACAR MOTOR, TRANSMISION PARA SU REPARACION Y MONTAJE DE TODO UNA VEZ REPARADA;120;0;01;18;4;29;01;005
101;20/06/2012;31;000195;DESPIECE TRANSMISION, LIMPIEZA, COLOCACION DE JUEGO DE REPARACION, AJUSTE Y MONTAJE;100;0;01;18;4;29;02;005
800;22/06/2012;31;000196;DESPLAZAMIENTO, DEMONTAR BOTELLA, RELLENAR CON SOLDADURA, RECTIFICAR, COLOCACION DE CASQUILLO, RETENES Y MONTAJE;25;0;01;18;4;30;01;005
800;22/06/2012;31;000197;DESPLAZAMIENTO A PLANTA, DESMONTAR BOTELLA ELEVACION, VOLTEO, LAS BOTELLAS DIRECCION, TRASLADO AL TALLER Y MONTAJE UNA  VEZ REPÀEADAS;32;0;01;18;4;32;01;005
101;22/06/2012;31;000198;DESMONTAR CARENAJES, RADIADOR, SACAR MOTOR DE MAQUINA, DESPIECE, LIMPIEZA, COLOCACION DE JUEGO REPARACION, AJUSTE Y MONTAJE;120;0;01;18;4;32;01;005
101;22/06/2012;31;000197;DESPIECE DE BOTELLAS, COLOCACION DE JUEGO REPARACION Y MONTAJE;16;0;01;18;4;32;02;005
101;05/06/2012;31;000200;DESMONTAR CAZO, RELLENAR OREJETAS DE CAZO, MECANIZADO, CORTAR COJIDAS MAZA INFERIOR DE AGUILON, CONSTRUCCION DE NUEVAS, SOLDADURA, MONTAJE DE CASQUILLOS, RETENES, COLOCACION DE CAZO. ;45;0;01;18;4;30;01;005
101;05/06/2012;31;000200;DESMONTAR BOTELLA DIRECCION IZQUIERDA, DESPIECE, COLOCACION DE JUEGO EMAPAQUETADURAS NUEVAS, DESMONTAR CASQUILLOS, COLOCACION DE NUEVOS, RETENES, RELLENAR COGIDAS DE OREJETAS DE BOTELLA, MECANIZADO Y MONTAJE;1;0;01;18;4;0;01;010
101;05/07/2012;31;000203;DESMONTAR CILINDRO, CONSTRUCCION DE VASTAGO NUEVO, COLOCACION JUEGO EMPAQUETADURAS Y MONTAJE;6;0;01;18;4;30;01;005
800;09/07/2012;31;000204;DESMONTAR TURBO, LIMPIEZA, COLOCACION DE CARTUCHO, MONTAJE Y AJUSTE;3;0;01;18;4;29;01;005
800;10/07/2012;31;000205;DIAGNOSIS DE AVERIA;3;0;01;18;4;32;01;005
800;10/07/2012;31;000206;DIAGNOSIS DE AVERIA;3;0;01;18;4;32;01;005
101;12/07/2012;31;000213;DESMONTAR COMPRESOR, FILTRO SECADO, PRESOSTATO, COLOCACION DE NUEVO Y CARGA DEL MISMO;3;0;01;18;4;30;01;005
800;16/07/2012;31;000214;DESPLAZAMIENTO A APLANTA, COMPROBACION DE INYECTORES, BOMBA TRANSFERENCIA, REPARACION Y AJUSTE;6;0;01;18;4;30;01;005
101;18/07/2012;31;000220;DESMONTAR RUEDAS, REDUCTORES, RETENES, COLOCACION DE NUEVOS, AJUSTE Y  MONTAJE. EL MATERIAL PROPORCIONADO POR EL CLIENTE;90;0;01;18;4;32;01;005
800;23/07/2012;31;000223;DESPLAZAMIENTO, COMPROBACION DE FUGA, DESMONTAR CONDESADOR, MONTAJE DE UNO USADO, CARGA DE GAS, TINTA Y ACEITE COMPRESOR;3;0;01;18;4;30;01;005
800;23/07/2012;31;000225;DESPLAZAMIENTO, DESMONTAR FILTRO SECADO, COLOCACION DE NUEVO Y CARGA DE L MISMO;4;0;01;18;4;30;01;005
800;25/07/2012;31;000227;DESPLAZAMIENTO A SUS INSTALACIONES, DESMONTAR VALVULUAS COMPENSADORAS, DESPIECE, LIMPIEZA, COLOCACION DE KIT, AJUSTE Y MONTAJE;1;0;01;18;4;0,001;01;005
800;25/07/2012;34;000146;DESPLAZMIENTO Y SUSTITUCION DE PIEZAS.;6;0;01;18;4;32;01;005
800;26/07/2012;31;000228;SUSTITUCION DE I-ECUS;6;0;01;18;4;30;01;005
800;01/08/2012;31;000232;SUSITUCION DE JUNTAS Y ESPARRAGOS DE BOMBA INYECTORA;25;0;01;18;4;30;01;005
